URL noticia,Palabra clave hallada,Periódico,Fecha de publicación,Título,Estado involucrado,Sección en el diario
http://eleconomista.com.mx/estados/queretaro/2016/03/06/steuaq-va-huelga-pide-recontratar-leyva,huelga,ElEconomista,06/03/2016,"STEUAQ va a huelga, pide recontratar a Leyva",Querétaro,estados
http://eleconomista.com.mx/estados/queretaro/2016/03/07/fds-exhorta-terminar-huelga,huelga,ElEconomista,07/03/2016,FDS exhorta a terminar la huelga,Querétaro,estados
http://eleconomista.com.mx/estados/2016/03/08/productores-maiz-bloquean-autopista-gdl-mexico,bloqueo,ElEconomista,08/03/2016,Productores de maíz bloquean autopista GDL-México,Jalisco,estados
http://eleconomista.com.mx/sociedad/2016/03/08/protesta-taxis-guadalajara-contra-uber-termina-tras-enfrentamiento,protesta,ElEconomista,08/03/2016,Protesta de taxis en Guadalajara contra Uber termina tras enfrentamiento,Jalisco,sociedad
http://eleconomista.com.mx/sociedad/2016/03/11/sep-aplicara-descuentos-maestros-que-faltaron-viernes,marcha,ElEconomista,11/03/2016,Aplicarán descuentos a maestros que faltaron por marcha,Ciudad de México,sociedad
http://eleconomista.com.mx/estados/queretaro/2016/03/13/huelga-sigue-sin-tregua-uaq,huelga,ElEconomista,13/03/2016,Huelga sigue sin tregua en la UAQ,Querétaro,estados
http://eleconomista.com.mx/estados/2016/03/13/habra-planton-indefinido-aeropuerto-guadalajara,planton,ElEconomista,13/03/2016,Habrá plantón indefinido en el aeropuerto de Guadalajara,Jalisco,estados
http://eleconomista.com.mx/industrias/2016/03/14/arcelormittal-finaliza-huelga-mexico,huelga,ElEconomista,14/03/2016,ArcelorMittal finaliza huelga en México,Nuevo León,industrias
http://eleconomista.com.mx/estados/queretaro/2016/03/15/ctm-da-espaldarazo-lucha-steuaq-huelga-continua,huelga,ElEconomista,15/03/2016,CTM da espaldarazo a lucha del STEUAQ; la huelga continúa,Querétaro,estados
http://eleconomista.com.mx/estados/queretaro/2016/03/17/huelga-mira-federacion,huelga,ElEconomista,17/03/2016,"Huelga, en la mira de la Federación",Querétaro,estados
http://www.elgrafico.mx/toluca/21-03-2016/protestan-contra-la-inseguridad-en-toluca,protesta,ElGrafico,21/03/2016,Protestan contra la inseguridad en Toluca | El Gráfico,Estado de México,
http://www.elimparcial.com/EdicionEnLinea/Notas/Noticias/01032016/1058678-Estalla-huelga-en-el-CIAD.html,huelga,ElImparcial,01/03/2016,Estalla huelga en el CIAD,Sonora,
http://www.elimparcial.com/EdicionEnLinea/Notas/Noticias/02032016/1058987-Por-fallas-procesales-declaran-inexistente-la-huelga-del-CIAD.html,huelga,ElImparcial,02/03/2016,Por fallas procesales declaran inexistente la huelga del CIAD,Sonora,
http://www.elimparcial.com/EdicionEnLinea/Notas/Nacional/08032016/1060512-Taxistas-protestan-contra-Uber-en-Guadalajara.html,protesta,ElImparcial,08/03/2016,Taxistas protestan contra Uber en Guadalajara,Jalisco,nacional
http://www.elimparcial.com/EdicionEnLinea/Notas/Noticias/14032016/1061918-Podria-Siatciad-levantar-huelga-a-mas-tardar-manana.html,huelga,ElImparcial,14/03/2016,Podría Siatciad levantar huelga a más tardar mañana,Sonora,
http://www.elimparcial.com/EdicionEnLinea/Notas/Obregon/15032016/1062118-Papas-protestan-en-apoyo-a-maestros-notificados.html,protesta,ElImparcial,15/03/2016,Papás protestan en apoyo a maestros notificados,Sonora,obregon
http://www.elimparcial.com/EdicionEnLinea/Notas/Noticias/18032016/1062991-Protestan-maestros-y-sindicatos-por-despidos-docentes.html,protesta,ElImparcial,18/03/2016,Protestan maestros y sindicatos por despidos docentes,Sonora,
http://www.elimparcial.com/EdicionEnLinea/Notas/Sonora/19032016/1063156-Realizan-maestros-marcha-hacia-Palacio-de-Gobierno.html,marcha,ElImparcial,19/03/2016,Realizan maestros marcha hacia Palacio de Gobierno,Sonora,sonora
http://www.elimparcial.com/EdicionEnlinea/Notas/Nacional/22032016/1063824-Protestan-maestros-de-Seccion-22-en-Oaxaca.html,protesta,ElImparcial,22/03/2016,Protestan maestros de Sección 22 en Oaxaca,Oaxaca,nacional
http://www.informador.com.mx/jalisco/2016/647734/6/bloqueo-de-ejidatarios-en-aeropuerto-hace-padecer-a-viajeros-y-automovilistas.htm,bloqueo,ElInformador,01/03/2016,Bloqueo de ejidatarios en aeropuerto hace padecer a viajeros y ...,Jalisco,jalisco
http://www.informador.com.mx/mexico/2016/648418/6/la-cnte-protesta-por-visita-de-pena-a-oaxaca.htm,protesta,ElInformador,04/03/2016,La CNTE protesta por visita de Peña a Oaxaca :: El Informador,Oaxaca,
http://www.informador.com.mx/mexico/2016/648880/6/con-marcha-exigen-liberacion-del-ex-edil-de-comalapa.htm,marcha,ElInformador,06/03/2016,"Con marcha, exigen liberación del ex edil de Comalapa :: El ...",Chiapas,
http://www.informador.com.mx/jalisco/2016/649183/6/por-manifestacion-mil-500-taxistas-desquician-la-ciudad.htm,manifestacion,ElInformador,08/03/2016,"Por manifestación, mil 500 taxistas desquician la ciudad :: El ...",Jalisco,jalisco
http://www.informador.com.mx/jalisco/2016/649742/6/ejidatarios-no-fueron-invitados-a-reunion-sobre-bloqueo-en-aeropuerto.htm,bloqueo,ElInformador,10/03/2016,Ejidatarios no fueron invitados a reunión sobre bloqueo en ...,Jalisco,jalisco
http://www.informador.com.mx/jalisco/2016/651114/6/manifestacion-de-maestros-causa-conflictos-en-centro-tapatio.htm,manifestacion,ElInformador,17/03/2016,Manifestación de maestros causa conflictos en Centro tapatío :: El ...,Jalisco,jalisco
http://www.elnorte.com/aplicaciones/articulo/default.aspx?id=783895&v=1,huelga,ElNorte,03/03/2016,Hacen huelga de hambre policías presos - elnorte,Tlaxcala,
http://www.elnorte.com/aplicaciones/articulo/default.aspx?id=784184,protesta,ElNorte,04/03/2016,Protestan por destitución de directora,Nuevo León,
http://www.elnorte.com/aplicacioneslibre/articulo/default.aspx?id=790934&md5=712487c55962d66ee32f16cb93ace8f9&ta=0dfdbac11765226904c16cb9ad1b2efe,protesta,ElNorte,11/03/2016,Protestan por impedir acceso a deportivo,Estado de México,
http://www.elnorte.com/aplicaciones/articulo/default.aspx?id=793470&v=1,protesta,ElNorte,14/03/2016,Protestan por trabas a apoyo en Campeche - elnorte,Campeche,
http://www.elnorte.com/aplicaciones/articulo/default.aspx?id=794700&v=4,planton,ElNorte,15/03/2016,Mantienen maestros plantón en Juárez - elnorte,Chihuahua,
http://www.elnorte.com/aplicacioneslibre/articulo/default.aspx?id=793694&md5=fb0aa0feca2cbdc3b4ecb3d28795dd78&ta=0dfdbac11765226904c16cb9ad1b2efe,protesta,ElNorte,15/03/2016,Protesta en Veracruz con su hijo muerto,Veracruz,
http://www.elnorte.com/aplicaciones/articulo/default.aspx?id=801981,bloqueo,ElNorte,24/03/2016,Detienen a 24 por bloqueo en Michoacán - El Norte,Michoacán,
https://elsiglo.mx/n1204193,protesta,ElSiglo,08/03/2016,Protestan contra transporte público en Torreón,Coahuila,
https://www.elsiglo.mx/noticia/1205106.protestan-contra-clinica-del-imss.html,protesta,ElSiglo,11/03/2016,Protestan contra clínica del IMSS,Durango,
http://ns.elsiglo.mx/noticia/1210087.protestan-ciudadanos-por-el-caso-daphne.html,protesta,ElSiglo,29/03/2016,Protestan ciudadanos por el caso 'Daphne',Veracruz,
https://www.elsiglodedurango.com.mx/noticia/648801.maestros-de-durango-protestan-contra-despidos-por-evaluacion.html,protesta,ElSigloDeDurango,08/03/2016,Maestros de Durango protestan contra despidos por evaluación,Durango,
https://www.elsiglodetorreon.com.mx/noticia/1204991.miles-repudian-a-duarte-en-marcha.html,marcha,ElSigloDeTorreon,11/03/2016,Miles repudian a Duarte en marcha,Veracruz,
http://www.eluniversal.com.mx/articulo/estados/2016/03/1/huelga-en-universidad-de-puertas-abiertas,huelga,ElUniversal,01/03/2016,"Huelga en universidad, de ""puertas abiertas""",Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/1/realizan-manifestacion-en-zocalo-de-oaxaca,manifestacion,ElUniversal,01/03/2016,Realizan manifestación en Zócalo de Oaxaca,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/1/protestan-por-tala-de-arboles-en-barranca-del-muerto,protesta,ElUniversal,01/03/2016,Protestan por tala de árboles en Barranca del Muerto,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/2/bloquean-carretera-costera-en-chiapas,bloqueo,ElUniversal,02/03/2016,Bloquean carretera costera en Chiapas,Chiapas,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/2/enfermeras-de-reynosa-amagan-con-manifestacion,manifestacion,ElUniversal,02/03/2016,Enfermeras de Reynosa amagan con manifestación,Tamaulipas,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/2/protestan-en-chiapas-por-comunidad-de-evangelicos-en-las-margaritas,protesta,ElUniversal,02/03/2016,Protestan en Chiapas por comunidad de evangélicos en Las ...,Chiapas,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/3/reportan-protesta-de-ninos-en-dif-de-michoacan,protesta,ElUniversal,03/03/2016,Reportan protesta de niños en DIF de Michoacán,Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/4/en-michoacan-mineros-estallan-huelga-en-arcelormittal,huelga,ElUniversal,04/03/2016,"En Michoacán, mineros estallan huelga en ArcelorMittal",Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/4/protestan-maestros-de-seccion-22-frente-al-ieepo,protesta,ElUniversal,04/03/2016,Protestan maestros de Sección 22 frente al IEEPO,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/5/mineros-estallan-huelga-en-planta-de-lazaro-cardenas,huelga,ElUniversal,05/03/2016,Mineros estallan huelga en planta de Lázaro Cárdenas,Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/6/policias-comunitarios-bloquean-carretera-mexico-acapulco,bloqueo,ElUniversal,06/03/2016,Policías comunitarios bloquean carretera México-Acapulco,Guerrero,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/6/con-marcha-exigen-liberacion-del-ex-edil-de-comalapa,marcha,ElUniversal,06/03/2016,"Con marcha, exigen liberación del ex edil de Comalapa",Chiapas,estados
http://www.eluniversal.com.mx/articulo/metropoli/edomex/2016/03/7/retiran-bloqueo-en-huixquilucan,bloqueo,ElUniversal,07/03/2016,Retiran bloqueo en Huixquilucan,Estado de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/7/hoy-se-define-destino-de-huelga-en-universidad-michoacana,huelga,ElUniversal,07/03/2016,Hoy se define destino de huelga en Universidad Michoacana,Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/7/mujeres-en-sonora-celebraran-su-dia-con-huelga,huelga,ElUniversal,07/03/2016,Mujeres en Sonora celebrarán su día con huelga,Sonora,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/7/protestan-contra-feminicidios-frente-segob,protesta,ElUniversal,07/03/2016,Protestan contra feminicidios frente a Segob,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/8/pobladores-de-sisal-bloquean-carretera-en-yucatan,bloqueo,ElUniversal,08/03/2016,Pobladores de Sisal bloquean carretera en Yucatán,Yucatán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/8/desalojan-manifestantes-de-la-alcaldia-de-frontera-comalapa,manifestacion,ElUniversal,08/03/2016,Desalojan a manifestantes de la alcaldía de Frontera Comalapa,Chiapas,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/8/marcha-por-el-dia-de-la-mujer-avanza-por-reforma-y-juarez,marcha,ElUniversal,08/03/2016,Marcha por el Día de la Mujer avanza por Reforma y Juárez,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/8/mujeres-campesinas-instalan-planton-en-gobernacion,planton,ElUniversal,08/03/2016,Mujeres campesinas instalan plantón en Gobernación,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/8/protestan-supervisores-y-jefes-de-la-seccion-22-en-el-ieepo,protesta,ElUniversal,08/03/2016,Protestan supervisores y jefes de la Sección 22 en el IEEPO,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/8/taxistas-protestan-contra-uber-en-guadalajara,protesta,ElUniversal,08/03/2016,Taxistas protestan contra Uber en Guadalajara,Jalisco,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/9/permanece-bloqueo-de-campesinos-en-gobernacion,bloqueo,ElUniversal,09/03/2016,Permanece bloqueo de campesinos en Gobernación,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/10/maestros-de-oaxaca-mantiene-bloqueos-en-el-istmo,bloqueo,ElUniversal,10/03/2016,Maestros de Oaxaca mantiene bloqueos en el Istmo,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/10/manifestacion-en-coyoacan-por-obra-ilegal,manifestacion,ElUniversal,10/03/2016,Manifestación en Coyoacán por obra ilegal,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/10/taxistas-se-movilizan-contra-uber-en-oaxaca,movilizacion,ElUniversal,10/03/2016,Taxistas se movilizan contra Uber en Oaxaca,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/11/con-marcha-exigen-pago-de-deuda-la-uv,marcha,ElUniversal,11/03/2016,"Con marcha, exigen pago de deuda a la UV",Veracruz,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/11/protestan-contra-reubicacion-de-gran-rueda,protesta,ElUniversal,11/03/2016,Protestan contra reubicación de Gran Rueda,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/metropoli/edomex/2016/03/13/colonos-de-satelite-protestan-por-ciclovia,protesta,ElUniversal,13/03/2016,Colonos de Satélite protestan por ciclovía,Estado de México,metropoli
http://www.eluniversal.com.mx/articulo/metropoli/edomex/2016/03/14/amparos-y-bloqueos-por-tiradero-de-basura-en-tepotzotlan,bloqueo,ElUniversal,14/03/2016,Amparos y bloqueos por tiradero de basura en Tepotzotlán,Estado de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/14/padres-de-familia-bloquean-avenidas-en-centro-de-chilpancingo,bloqueo,ElUniversal,14/03/2016,Padres de familia bloquean avenidas en centro de Chilpancingo,Guerrero,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/14/docentes-retiran-planton-frente-casa-oficial-de-oaxaca,planton,ElUniversal,14/03/2016,Docentes retiran plantón frente a Casa Oficial de Oaxaca,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/14/protestan-con-feretro-de-joven-asesinado-en-xalapa,protesta,ElUniversal,14/03/2016,Protestan con féretro de joven asesinado en Xalapa,Veracruz,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/15/campesinos-de-morelos-quitan-planton-en-sedagro,planton,ElUniversal,15/03/2016,Campesinos de Morelos quitan plantón en Sedagro,Morelos,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/15/protestan-productores-de-sorgo-en-oaxaca,protesta,ElUniversal,15/03/2016,Protestan productores de sorgo en Oaxaca,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/16/se-registran-4-marchas-pese-la-fase-de-alerta,marcha,ElUniversal,16/03/2016,Se registran 4 marchas pese a la fase de alerta,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/16/padres-de-familia-protestan-ante-despido-de-profesor-en-cancun,protesta,ElUniversal,16/03/2016,Padres de familia protestan ante despido de profesor en Cancún,Quintana Roo,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/17/bloquean-2-horas-avenida-te-por-desaparicion-de-joven,bloqueo,ElUniversal,17/03/2016,Bloquean 2 horas avenida Te por desaparición de joven,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/18/productores-de-sorgo-mantienen-3-bloqueos-en-oaxaca,bloqueo,ElUniversal,18/03/2016,Productores de sorgo mantienen 3 bloqueos en Oaxaca,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/18/cnte-marcha-en-salina-cruz-oaxaca,marcha,ElUniversal,18/03/2016,"CNTE marcha en Salina Cruz, Oaxaca",Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/18/seccion-22-protesta-frente-congreso-de-oaxaca,protesta,ElUniversal,18/03/2016,Sección 22 protesta frente a Congreso de Oaxaca,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/metropoli/edomex/2016/03/18/protestan-trabajadores-despedidos-de-huixquilucan,protesta,ElUniversal,18/03/2016,Protestan trabajadores despedidos de Huixquilucan,Estado de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/21/pescadores-bloquean-carretera-morelia-salamanca,bloqueo,ElUniversal,21/03/2016,Pescadores bloquean carretera Morelia-Salamanca,Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/22/bloquean-carretera-ocosingo,bloqueo,ElUniversal,22/03/2016,Bloquean carretera a Ocosingo,Chiapas,estados
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/23/bloquean-marina-nacional-por-falta-de-agua,bloqueo,ElUniversal,23/03/2016,Bloquean Marina Nacional por falta de agua,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/metropoli/df/2016/03/23/protestan-transgenero-por-operativo-en-mh,protesta,ElUniversal,23/03/2016,Protestan transgénero por operativo en MH,Ciudad de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/28/queman-autos-y-bloquean-carretera-en-capacuaro,bloqueo,ElUniversal,28/03/2016,Queman autos y bloquean carretera en Capacuaro,Michoacán,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/28/protestan-en-veracruz-por-caso-de-daphne-exigen-justicia,protesta,ElUniversal,28/03/2016,Protestan en Veracruz por caso de Daphne; exigen justicia,Veracruz,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/28/protestan-en-chilpancingo-por-escasez-de-agua-potable,protesta,ElUniversal,28/03/2016,Protestan en Chilpancingo por escasez de agua potable,Guerrero,estados
http://www.eluniversal.com.mx/articulo/metropoli/edomex/2016/03/30/vecinos-bloquean-acceso-obra-hidraulica-en-neza,bloqueo,ElUniversal,30/03/2016,Vecinos bloquean acceso a obra hidráulica en Neza,Estado de México,metropoli
http://www.eluniversal.com.mx/articulo/estados/2016/03/30/bloquean-militantes-priistas-transito-en-carretera-del-istmo,bloqueo,ElUniversal,30/03/2016,Bloquean militantes priistas tránsito en carretera del Istmo,Oaxaca,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/31/con-marcha-exigen-activar-alerta-de-genero,marcha,ElUniversal,31/03/2016,"Con marcha, exigen activar alerta de género",Guanajuato,estados
http://www.eluniversal.com.mx/articulo/estados/2016/03/31/seccion-22-protesta-frente-congreso-de-oaxaca,protesta,ElUniversal,31/03/2016,Sección 22 protesta frente a Congreso de Oaxaca,Oaxaca,estados
http://www.excelsior.com.mx/comunidad/2016/03/07/1079311,bloqueo,Excelsior,07/03/2016,Transportistas bloquean Interlomas y ocasionan caos vial,Estado de México,comunidad
http://www.excelsior.com.mx/nacional/2016/03/08/1079660,marcha,Excelsior,08/03/2016,Detienen a 27 personas tras disturbios en marcha de taxistas en Guadalajara,Jalisco,nacional
http://www.excelsior.com.mx/nacional/2016/03/08/1079425,protesta,Excelsior,08/03/2016,Protesta a ‘huevazos’ en alcaldía al ‘Temo’ por incumplido,Morelos,nacional
http://www.excelsior.com.mx/nacional/2016/03/14/1080890,manifestacion,Excelsior,14/03/2016,Avientan 'mirreyes' el carro a manifestantes; evitan que los linchen,Guerrero,nacional
http://www.excelsior.com.mx/comunidad/2016/03/16/1081376,protesta,Excelsior,16/03/2016,Continúan protestas en la Cuauhtémoc por pago electrónico,Ciudad de México,comunidad
http://www.excelsior.com.mx/nacional/2016/03/28/1083285,protesta,Excelsior,28/03/2016,Protestan para exigir justicia para la menor Dafne,Veracruz,nacional
http://www.frontera.info/EdicionEnLinea/Notas/Noticias/03032016/1059351-Trigueros-bloquean-acceso-a-AgroBaja.html,bloqueo,Frontera,03/03/2016,Trigueros bloquean acceso a AgroBaja,Baja California,
http://www.frontera.info/EdicionEnlinea/Notas/Noticias/10032016/1061133-Residentes-de-la-Sanchez-Taboada-protestan-por-incumplimiento-de-municipio.html,protesta,Frontera,10/03/2016,Residentes de la Sánchez Taboada protestan por incumplimiento ...,Baja California,
http://www.frontera.info/Movil/EdicionEnLinea/Noticias/Notas/1062905.html,marcha,Frontera,18/03/2016,Inician marcha jornaleros de San Quintín - FRONTERA.INFO,Baja California,
http://www.frontera.info/EdicionEnLinea/Notas/Noticias/22032016/1063890-Lider-de-Morena-ignora-a-manifestantes-despues-de-conferencia.html,manifestacion,Frontera,22/03/2016,Líder de Morena ignora a manifestantes después de conferencia,Baja California,
http://www.frontera.info/EdicionEnlinea/Notas/Nacional/22032016/1063824-Protestan-maestros-de-Seccion-22-en-Oaxaca.html,protesta,Frontera,22/03/2016,Protestan maestros de Sección 22 en Oaxaca,Oaxaca,nacional
http://www.frontera.info/EdicionEnLinea/Notas/Noticias/23032016/1064174-AMLO-es-recibido-en-medio-de-protestas-en-Rosarito.html,protesta,Frontera,23/03/2016,AMLO es recibido en medio de protestas en Rosarito,Baja California,
http://www.cronica.com.mx/notas/2016/948286.html,bloqueo,LaCronicaDeHoy,03/03/2016,Maestros bloquean carretera La Ventosa en Oaxaca | La Crónica de ...,Oaxaca,
http://www.cronica.com.mx/notas/2016/948523.html,huelga,LaCronicaDeHoy,04/03/2016,Trabajadores de la Universidad Autónoma de Querétaro estallan ...,Querétaro,
http://www.cronica.com.mx/notas/2016/948950.html,bloqueo,LaCronicaDeHoy,07/03/2016,Transportistas bloquean los accesos a Interlomas | La Crónica de Hoy,Estado de México,
http://www.cronica.com.mx/notas/2016/949007.html,huelga,LaCronicaDeHoy,07/03/2016,Acuerdan levantar la huelga en la Universidad Michoacana | La ...,Michoacán,
http://www.cronica.com.mx/notas/2016/949032.html,bloqueo,LaCronicaDeHoy,08/03/2016,Bloquean ayuntamiento de Chilpancingo | La Crónica de Hoy,Guerrero,
http://www.cronica.com.mx/notas/2016/949293.html,protesta,LaCronicaDeHoy,09/03/2016,Protesta de taxistas en Guadalajara termina con zafarrancho | La ...,Jalisco,
http://www.cronica.com.mx/notas/2016/949731.html,bloqueo,LaCronicaDeHoy,11/03/2016,"En Acapulco, bloqueos por falta de maestros en 12 escuelas | La ...",Oaxaca,
http://www.cronica.com.mx/notas/2016/949866.html,marcha,LaCronicaDeHoy,12/03/2016,Otra marcha de la CNTE genera caos en la Ciudad | La Crónica de ...,Ciudad de México,
http://www.cronica.com.mx/notas/2016/950033.html,huelga,LaCronicaDeHoy,13/03/2016,Mineros levantan huelga en la siderúrgica ArcelorMittal | La Crónica ...,Michoacán,
http://www.cronica.com.mx/notas/2016/950238.html,protesta,LaCronicaDeHoy,14/03/2016,Protestan maestros en casa de Gobierno de Oaxaca | La Crónica de ...,Oaxaca,
http://www.cronica.com.mx/notas/2016/950306.html,protesta,LaCronicaDeHoy,15/03/2016,Protestan contra reapertura de tiradero en Tepotzotlán | La Crónica ...,Estado de México,
http://www.cronica.com.mx/notas/2016/951450.html,cadena_humana,LaCronicaDeHoy,21/03/2016,Forman cadena humana para que les paguen viaje de estudios | La ...,Nuevo León,
http://www.cronica.com.mx/nt.php?id_nota=952179,bloqueo,LaCronicaDeHoy,26/03/2016,La SSP-Michoacán desactiva bloqueos y arresta a 24 personas | La ...,Michoacán,
http://www.cronica.com.mx/nt.php?id_nota=952173,protesta,LaCronicaDeHoy,26/03/2016,Familiares protestan en Papantla por desaparición de tres jóvenes ...,Veracruz,
http://www.cronica.com.mx/nt.php?id_nota=952495,protesta,LaCronicaDeHoy,29/03/2016,Familiares de víctima protestan en Veracruz contra Los Porkys | La ...,Veracruz,
http://www.cronica.com.mx/notas/2016/952676.html,manifestacion,LaCronicaDeHoy,30/03/2016,Atiende Meade reclamo de manifestantes de la 3a edad | La ...,Nuevo León,
http://www.jornada.unam.mx/2016/03/01/estados/027n1est,bloqueo,LaJornada,01/03/2016,Bloquean ejidatarios el aeropuerto de Guadalajara,Jalisco,estados
http://www.jornada.unam.mx/ultimas/2016/03/01/manifestacion-en-consulado-de-colombia-por-caso-sucumbios-6763.html,protesta,LaJornada,01/03/2016,Protestan en consulado de Colombia por asesinados en Sucumbíos,Ciudad de México,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/02/estalla-huelga-en-el-ayuntamiento-de-mazatlan-1250.html,huelga,LaJornada,02/03/2016,Estalla huelga en el Ayuntamiento de Mazatlán,Sinaloa,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/03/se-enfrenta-la-cente-con-policias-en-bloqueo-de-oaxaca-8564.html,bloqueo,LaJornada,03/03/2016,Se enfrenta CNTE con policías en bloqueo de Oaxaca,Oaxaca,ultimas
http://www.jornada.unam.mx/2016/03/03/sociedad/041n3soc,huelga,LaJornada,03/03/2016,Estalla huelga en CIAD; exigen seguridad social,Sonora,sociedad
http://www.jornada.unam.mx/ultimas/2016/03/04/mineros-de-michoacan-estallan-huelga-en-lazaro-cardenas-5034.html,huelga,LaJornada,04/03/2016,Mineros de Arcelor Mittal estallan huelga en Lázaro Cárdenas,Michoacán,ultimas
http://www.jornada.unam.mx/2016/03/04/politica/015n2pol,huelga,LaJornada,04/03/2016,"En suspenso, diálogo en la huelga de un centro de investigación del Conacyt",Sonora,politica
http://www.jornada.unam.mx/ultimas/2016/03/04/seccion-22-de-cnte-protestan-frente-al-ieepo-8223.html,protesta,LaJornada,04/03/2016,Sección 22 de CNTE protesta frente al Ieepo,Oaxaca,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/04/abogado-y-hermana-de-el-chapo-protestan-por-maltrato-7977.html,protesta,LaJornada,04/03/2016,Abogado y hermana de 'El Chapo' protestan por maltrato,Estado de México,ultimas
http://www.jornada.unam.mx/ultimas/2016/03/05/huelga-en-lazaro-cardenas-sin-aval-subsecretario-del-trabajo-7287.html,huelga,LaJornada,05/03/2016,"Reitera la ST: ""improcedente"" huelga de mineros en Lázaro Cárdenas",Michoacán,ultimas
http://www.jornada.unam.mx/2016/03/05/estados/025n1est,huelga,LaJornada,05/03/2016,Inician huelga trabajadores de la UAQ,Querétaro,estados
http://www.jornada.unam.mx/2016/03/05/politica/015a1pol,huelga,LaJornada,05/03/2016,"El derecho de huelga, en agonía",Sonora,politica
http://www.jornada.unam.mx/ultimas/2016/03/05/201c-ni-una-plaza-mas-en-coapa-201d-protestan-vecinos-6571.html,protesta,LaJornada,05/03/2016,"“¡Ni una plaza más en Coapa!”, protestan vecinos",Ciudad de México,ultimas
http://www.jornada.unam.mx/2016/03/06/politica/007n2pol,marcha,LaJornada,06/03/2016,Marcha por los 43 recorre las calles de Iguala donde fueron atacados,Guerrero,politica
http://www.jornada.unam.mx/ultimas/2016/03/08/manifestacion-contra-uber-deja-30-detenidos-en-guadalajara-2998.html,marcha,LaJornada,08/03/2016,Marcha contra Uber y zafarrancho en Guadalajara,Jalisco,ultimas
http://www.jornada.unam.mx/2016/03/09/politica/016n1pol,huelga,LaJornada,09/03/2016,Autoridades usan maniobras legaloides para desconocer la huelga en Arcelor Mittal,Michoacán,politica
http://www.jornada.unam.mx/ultimas/2016/03/10/universidad-veracruzana-realiza-megamarcha-contra-duarte-1715.html,marcha,LaJornada,10/03/2016,Marcha Universidad Veracruzana contra Duarte,Veracruz,ultimas
