id,URL noticia,C1x1FechaPeriodico,Eps_relacionados,sección,Día,versión,serie,concordancia_semantica_en_búsqueda,titulo,estados_referidos,autores,imagen_principal,info_publicacion,Referencias Ayotzinapa,Referencias Reforma educativa,Referencias Peña Nieto,Referencias Campesinos,Referencias CNTE,Referencias relevantes Ayotzinapa,Referencias relevantes Reforma educativa
N_01,http://www.jornada.unam.mx/2012/10/17/estados/037n1est,17/10/2012,1,estados,Miércoles,Web,,protesta | manifestación | marcha,No habrá marcha atrás en reformas a escuelas formadoras de docentes: Córdova Villalobos. ,Oaxaca | ,De la Redacción. ,http://www.jornada.com.mx//2012/10/17/fotos/037n1est-1.jpg,"Miércoles 17 de octubre de 2012, p. 37. ",0,0,0,0,1,0,0
N_02,http://www.jornada.unam.mx/2012/10/21/politica/003n1pol,21/10/2012,1,politica,Domingo,Web,Al rescate de Indocumentados. ,caravana,Urge estrategia regional de protección: Raúl Vera. ,Coahuila | ,Leopoldo Ramos. ,http://www.jornada.com.mx//2012/10/21/fotos/003n1pol-1.jpg,"Domingo 21 de octubre de 2012, p. 3. ",0,0,0,0,0,0,0
N_03,http://www.jornada.unam.mx/2012/10/23/politica/012n1pol,23/10/2012,1,politica,Martes,Web,,movilización | marcha | caravana,"Madres de desaparecidos: negligentes e ineptas, las autoridades mexicanas. ",San Luis Potosí | ,Vicente Juárez. ,http://www.jornada.com.mx//2012/10/23/fotos/012n1pol-1.jpg,"Martes 23 de octubre de 2012, p. 12. ",0,0,0,0,0,0,0
N_04,http://www.jornada.unam.mx/2012/10/25/politica/021n1pol,25/10/2012,1,politica,Jueves,Web,,plantón | campamento | manifestación,Denuncian violento desalojo en La Platosa. ,Durango | ,Patricia Muñoz Ríos. ,,"Jueves 25 de octubre de 2012, p. 21. ",0,0,0,1,0,0,0
N_05,http://www.jornada.unam.mx/2012/10/27/politica/012n1pol,27/10/2012,1,politica,Sábado,Web,,caravana,Llaman a Peña Nieto a frenar los abusos en contra de migrantes centroamericanos. ,Estado de México | ,Eirinet Gómez y Silvia Chávez. ,http://www.jornada.com.mx//2012/10/27/fotos/012n1pol-1.jpg,"Sábado 27 de octubre de 2012, p. 12. ",0,0,1,0,0,0,0
N_06,http://www.jornada.unam.mx/2012/10/28/politica/003n1pol,28/10/2012,1,politica,Domingo,Web,En busca del sueño americano. ,movilización | en_demanda | caravana,"Autoridades, cómplices de la desaparición de miles de indocumentados, señalan activistas. ",Nuevo León | ,Fernando Camacho Servín. ,http://www.jornada.com.mx//2012/10/28/fotos/003n1pol-1.jpg,"Domingo 28 de octubre de 2012, p. 3. ",0,0,1,0,0,0,0
N_07,http://www.jornada.unam.mx/2012/10/29/opinion/012n1pol,29/10/2012,1,politica,Lunes,Web,,lanzamiento_proyectiles | caravana,"En las muertes de mexicanos o extranjeros, el gobierno no puede evadir su responsabilidad. ",Ciudad de México | ,Ciro Pérez. ,http://www.jornada.com.mx//2012/10/29/fotos/012n1pol-1.jpg,"Lunes 29 de octubre de 2012, p. 12. ",0,0,0,0,0,0,0
N_08,http://www.jornada.unam.mx/2012/10/29/politica/013n1pol,29/10/2012,1,politica,Lunes,Web,,mitin | movilización | toma_de_edificios/casetas | marcha,Evitarán en la sierra de Puebla los planes mineros y construcción de hidroelectricas. ,Puebla | ,Rosa Rojas. ,,"Lunes 29 de octubre de 2012, p. 13. ",0,0,0,0,0,0,0
N_09,http://www.jornada.unam.mx/2012/10/31/sociedad/041n3soc,31/10/2012,1,sociedad,Miércoles,Web,,protesta | lanzamiento_proyectiles | manifestación | bloqueo,Protestan por el despojo de tierras. ,Hidalgo | ,Jorge A. Pérez y Octavio Vélez. ,,"Miércoles 31 de octubre de 2012, p. 41. ",0,0,0,0,0,0,0
N_10,http://www.jornada.unam.mx/2012/11/01/estados/037n2est,01/11/2012,1,estados,Jueves,Web,,protesta | manifestación,Barzonistas protestan en la embajada de Canadá. ,Chihuahua | ,Matilde Pérez U.. ,,"Jueves 1º de noviembre de 2012, p. 37. ",0,0,0,1,0,0,0
N_11,http://www.jornada.unam.mx/2012/11/01/politica/015n1pol,01/11/2012,1,politica,Jueves,Web,,movilización | en_demanda,Organizaciones gremiales se unen contra la reforma laboral. ,,Patricia Muñoz Ríos. ,,"Jueves 1º de noviembre de 2012, p. 15. ",0,0,0,1,0,0,0
N_12,http://www.jornada.unam.mx/2012/11/06/sociedad/042n2soc,06/11/2012,1,sociedad,Martes,Web,,manifestación,Acordonan la Sagarpa por el cierre de consulta. ,Chihuahua | Sinaloa | Sonora | Tamaulipas | ,De la Redacción. ,http://www.jornada.com.mx//2012/11/06/fotos/042n2soc-1.jpg,"Martes 6 de noviembre de 2012, p. 42. ",0,0,0,1,0,0,0
N_13,http://www.jornada.unam.mx/2012/11/07/estados/037n2est,07/11/2012,1,estados,Miércoles,Web,,mitin | marcha,Marchan contra la construcción del parque eólico en San Dionisio del Mar. ,Oaxaca | ,Octavio Vélez Ascencio. ,http://www.jornada.com.mx//2012/11/07/fotos/037n2est-1.jpg,"Miércoles 7 de noviembre de 2012, p. 37. ",0,0,0,0,0,0,0
N_14,http://www.jornada.unam.mx/2012/11/09/politica/005n2pol,09/11/2012,1,politica,Viernes,Web,,mitin | lanzamiento_proyectiles | manifestación,Protestas e intentos de irrupción. ,Estado de México | ,"Enrique Méndez, Carolina Gómez y Roberto Garduño. ",,"Viernes 9 de noviembre de 2012, p. 5. ",0,0,0,0,0,0,0
N_15,http://www.jornada.unam.mx/2012/11/10/politica/009n1pol,10/11/2012,1,politica,Sábado,Web,,manifestación | marcha | huelga,Crean Frente Amplio Social para frenar atropellos laborales. ,,Carolina Gómez Mena. ,http://www.jornada.com.mx//2012/11/10/fotos/009n1pol-1.jpg,"Sábado 10 de noviembre de 2012, p. 9. ",0,0,0,0,0,0,0
N_16,http://www.jornada.unam.mx/2012/11/14/politica/007n1pol,14/11/2012,1,politica,Miércoles,Web,,protesta | manifestación | en_demanda | mitin,Nueva protesta gremial frente al Senado; acusan a los legisladores de traición. ,,Patricia Muñoz Ríos. ,,"Miércoles 14 de noviembre de 2012, p. 7. ",0,0,0,0,0,0,0
N_17,http://www.jornada.unam.mx/2012/11/16/estados/037n1est,16/11/2012,1,estados,Viernes,Web,,protesta | en_demanda | mitin | manifestación | marcha,Protestan 15 mil durante informe de Cué. ,Oaxaca | ,Jorge A. Pérez y Octavio Vélez. ,http://www.jornada.com.mx//2012/11/16/fotos/037n1est-1.jpg,"Viernes 16 de noviembre de 2012, p. 37. ",0,0,0,0,0,0,0
N_18,http://www.jornada.unam.mx/2012/11/20/estados/029n1est,20/11/2012,1,estados,Martes,Web,,mitin | lanzamiento_proyectiles | bloqueo | toma_de_edificios/casetas | marcha,Priístas desalojan a comuneros de la alcaldía de San Mateo del Mar. ,Oaxaca | ,Hiram Moreno y Octavio Vélez. ,http://www.jornada.com.mx//2012/11/20/fotos/029n1est-1.jpg,"Martes 20 de noviembre de 2012, p. 29. ",0,0,0,0,0,0,0
N_19,http://www.jornada.unam.mx/2012/11/21/politica/017n1pol,21/11/2012,2,politica,Miércoles,Web,,protesta | campamento | mitin | manifestación | en_demanda,Censuran sindicatos que políticos arrebaten conquistas sociales. ,Ciudad de México | ,"Laura Poy, Ariane Díaz y Carolina Gómez. ",http://www.jornada.com.mx//2012/11/21/fotos/017n1pol-1.jpg,"Miércoles 21 de noviembre de 2012, p. 17. ",0,0,1,0,0,0,0
N_20,http://www.jornada.unam.mx/2012/11/21/politica/017n2pol,21/11/2012,1,politica,Miércoles,Web,,movilización | mitin | manifestación | marcha,Se suman miles en Puebla y Morelos a movilización contra la reforma laboral. ,Morelos | Puebla | ,Martín Hernández Alcántara y Rubicela Morelos. ,,"Miércoles 21 de noviembre de 2012, p. 17. ",0,0,0,0,0,0,0
N_21,http://www.jornada.unam.mx/2012/11/24/politica/014n3pol,24/11/2012,1,politica,Sábado,Web,,manifestación,Parientes de desaparecidos despedirán a Calderón. ,Coahuila | ,Lilia Ovalle. ,,"Sábado 24 de noviembre de 2012, p. 14. ",0,0,0,0,0,0,0
N_22,http://www.jornada.unam.mx/2012/11/28/estados/036n2est,28/11/2012,1,estados,Miércoles,Web,,lanzamiento_proyectiles | marcha,Matan secuestradores a maestro. ,Guerrero | ,Héctor Briseño y Sergio Ocampo. ,,"Miércoles 28 de noviembre de 2012, p. 36. ",0,0,0,0,0,0,0
N_23,http://www.jornada.unam.mx/2012/12/02/politica/008n2pol,02/12/2012,1,politica,Domingo,Web,Cambio de mando. ,protesta,Movimiento interuniversitario llama a la unidad y la resistencia activa. ,,Laura Poy y Fernando Camacho. ,,"Domingo 2 de diciembre de 2012, p. 8. ",0,0,1,0,0,0,0
N_23,http://www.jornada.unam.mx/2012/12/02/politica/008n3pol,02/12/2012,1,politica,Domingo,Web,Cambio de mando. ,mitin,"Maestros de la CNTE, cercados por horas. ",,Ariane Díaz. ,,"Domingo 2 de diciembre de 2012, p. 8. ",0,0,1,0,1,0,0
N_24,http://www.jornada.unam.mx/2012/12/23/sociedad/033n1soc,23/12/2012,1,sociedad,Domingo,Web,,toma_de_edificios/casetas | marcha,Surgen en Puebla movimientos de resistencia contra mineras. ,Puebla | ,Rosa Rojas. ,http://www.jornada.com.mx//2012/12/23/fotos/033n1soc-1.jpg,"Domingo 23 de diciembre de 2012, p. 33. ",0,0,0,0,0,0,0
N_25,http://www.jornada.unam.mx/2012/12/29/estados/027n1est,29/12/2012,1,estados,Sábado,Web,,manifestación | marcha,Burócratas cierran sede del Congreso de Tlaxcala; buscan frenar ley de pensiones. ,Tlaxcala | ,Juan Luis Cruz Pérez. ,,"Sábado 29 de diciembre de 2012, p. 27. ",0,0,0,0,0,0,0
N_26,http://www.jornada.unam.mx/2012/12/30/estados/024n2est,30/12/2012,1,estados,Domingo,Web,,plantón | bloqueo | manifestación | marcha,Aplazan discusión y eventual aprobación de la nueva Ley de Pensiones en Tlaxcala. ,Tlaxcala | ,Juan Luis Cruz Pérez. ,,"Domingo 30 de diciembre de 2012, p. 24. ",0,0,0,0,0,0,0
N_27,http://www.jornada.unam.mx/2013/01/11/opinion/018n1pol,11/01/2013,1,politica,Viernes,Web,,mitin | lanzamiento_proyectiles | en_demanda,Jueces de distrito comienzan a admitir amparos contra la reforma laboral. ,Baja California Sur | Michoacán | Quintana Roo | San Luis Potosí | ,Patricia Muñoz Ríos. ,,"Viernes 11 de enero de 2013, p. 18. ",0,0,0,0,0,0,0
N_28,http://www.jornada.unam.mx/2013/01/22/estados/033n1est,22/01/2013,5,estados,Martes,Web,,plantón | toma_de_edificios/casetas | bloqueo,Paro nacional de cañeros; ocupan ingenios en repudio a importaciones. ,Veracruz | ,"E. Gómez, M. Navarro, R. Morelos y L. Chim. ",http://www.jornada.com.mx//2013/01/22/fotos/033n1est-1.jpg,"Martes 22 de enero de 2013, p. 33. ",0,0,0,1,0,0,0
N_29,http://www.jornada.unam.mx/2013/01/23/politica/022n3pol,23/01/2013,1,politica,Miércoles,Web,,manifestación,Aprueba Tabasco reforma educativa. ,Tabasco | ,René Alberto López. ,,"Miércoles 23 de enero de 2013, p. 22. ",0,1,1,0,0,0,1
N_30,http://www.jornada.unam.mx/2013/01/27/sociedad/034n1soc,27/01/2013,1,sociedad,Domingo,Web,,protesta | mitin | manifestación | marcha | caravana,Protestan cientos de maestros del SNTE en 4 estados contra reforma educativa. ,Campeche | ,De los corresponsales. ,http://www.jornada.com.mx//2013/01/27/fotos/034n1soc-1.jpg,"Domingo 27 de enero de 2013, p. 34. ",0,1,0,0,0,0,1
N_31,http://www.jornada.unam.mx/2013/02/01/sociedad/049n1soc,01/02/2013,2,sociedad,Viernes,Web,,manifestación | marcha,En medio de protestas refrenda Congreso de Nuevo León minuta de la reforma. ,Nuevo León | ,"David Carrizales, Carlos García y Lilia Ovalle. ",http://www.jornada.com.mx//2013/02/01/fotos/049n1soc-1.jpg,"Viernes 1º de febrero de 2013, p. 49. ",0,1,0,0,0,0,1
N_32,http://www.jornada.unam.mx/2013/02/06/politica/017n1pol,06/02/2013,1,politica,Miércoles,Web,,protesta | caravana,Pactan electricistas desacatar fallo de la Corte y rechazar liquidaciones de la STPS. ,,Patricia Muñoz y Fabiola Martínez. ,http://www.jornada.com.mx//2013/02/06/fotos/017n1pol-1.jpg,"Miércoles 6 de febrero de 2013, p. 17. ",0,0,0,0,0,0,0
N_33,http://www.jornada.unam.mx/2013/02/08/politica/020n1pol,08/02/2013,1,politica,Viernes,Web,,movilización | manifestación | marcha,"Tarifas justas de luz y fin a la presión, exigen miles en marcha. ",Chiapas | Oaxaca | Estado de México | ,Patricia Muñoz y Fabiola Martínez. ,http://www.jornada.com.mx//2013/02/08/fotos/020n1pol-1.jpg,"Viernes 8 de febrero de 2013, p. 20. ",0,0,0,0,0,0,0
N_34,http://www.jornada.unam.mx/2013/02/08/politica/020n2pol,08/02/2013,1,politica,Viernes,Web,,movilización | manifestación | bloqueo | marcha,"O comemos o pagamos , grito en jornada nacional contra altos cobros. ",Campeche | Chiapas | Chihuahua | Guerrero | Morelos | Oaxaca | Puebla | Querétaro | San Luis Potosí | Tamaulipas | Tlaxcala | Veracruz | ,Rosa Rojas y corresponsales. ,,"Viernes 8 de febrero de 2013, p. 20. ",0,0,0,0,0,0,0
N_35,http://www.jornada.unam.mx/2013/02/09/estados/031n1est,09/02/2013,1,estados,Sábado,Web,,manifestación | bloqueo,Impiden sesión en la que se aprobaría alza de tarifas al transporte en SLP. ,San Luis Potosí | ,Vicente Juárez. ,http://www.jornada.com.mx//2013/02/09/fotos/031n1est-1.jpg,"Sábado 9 de febrero de 2013, p. 31. ",0,0,0,0,0,0,0
N_36,http://www.jornada.unam.mx/2013/02/16/sociedad/033n2soc,16/02/2013,1,sociedad,Sábado,Web,,manifestación | toma_de_edificios/casetas | bloqueo | paro de labores | marcha | mitin,Mentores se manifiestan en los estados. ,Chihuahua | Durango | Guerrero | Estado de México | Michoacán | Oaxaca | Jalisco | ,De los corresponsales. ,,"Sábado 16 de febrero de 2013, p. 33. ",0,1,1,0,1,0,1
N_37,http://www.jornada.unam.mx/2013/02/19/politica/013n1pol,19/02/2013,1,politica,Martes,Web,,movilización | en_demanda | marcha,Marcha en apoyo al sindicalismo mexicano y anuncian jornada de acciones. ,,Patricia Muñoz Ríos. ,http://www.jornada.com.mx//2013/02/19/fotos/013n1pol-1.jpg,"Martes 19 de febrero de 2013, p. 13. ",0,0,0,0,0,0,0
N_38,http://www.jornada.unam.mx/2013/02/26/politica/008n1pol,26/02/2013,3,politica,Martes,Web,,plantón | toma_de_edificios/casetas | manifestación | bloqueo | marcha | mitin,Miles de maestros y normalistas repudian en cinco entidades la reforma educativa. ,Guerrero | Michoacán | Nayarit | Oaxaca | Veracruz | ,De los corresponsales. ,,"Martes 26 de febrero de 2013, p. 8. ",0,1,1,0,1,0,1
N_39,http://www.jornada.unam.mx/2013/02/27/sociedad/048n2soc,27/02/2013,12,sociedad,Miércoles,Web,,movilización | paro de labores | manifestación,"Continúan las protestas de maestros en Chihuahua, Guerrero y Oaxaca. ",Chihuahua | Guerrero | Oaxaca | ,"Rubén Villalpando, Sergio Ocampo y Jorge A. Pérez. ",,"Miércoles 27 de febrero de 2013, p. 48. ",0,1,0,0,0,0,1
N_40,http://www.jornada.unam.mx/2013/03/06/politica/025n3pol,06/03/2013,1,politica,Miércoles,Web,De la gloria a la cárcel. ,plantón | bloqueo | paro de labores | manifestación | marcha,Marchas en cuatro estados contra reforma educativa. ,Baja California Sur | Chiapas | Guerrero | Jalisco | Oaxaca | ,De los corresponsales. ,,"Miércoles 6 de marzo de 2013, p. 25. ",0,1,0,0,1,0,1
N_41,http://www.jornada.unam.mx/2013/03/16/sociedad/032n1soc,16/03/2013,1,sociedad,Sábado,Web,,movilización | mitin | marcha,Accede Gobernación a negociar el pliego petitorio de la CNTE. ,Guerrero | Michoacán | Oaxaca | ,Alma Muñoz y Laura Poy. ,http://www.jornada.com.mx//2013/03/16/fotos/032n1soc-1.jpg,"Sábado 16 de marzo de 2013, p. 32. ",0,1,1,0,1,0,0
N_41,http://www.jornada.unam.mx/2013/03/16/sociedad/032n2soc,16/03/2013,1,sociedad,Sábado,Web,,plantón | manifestación | bloqueo | toma_de_edificios/casetas | paro de labores | movilización | marcha | mitin | en_demanda,"Bloquean maestros la Autopista del Sol; hoy, pláticas en Chilpancingo. ",Guerrero | ,"Sergio Ocampo, Jorge A. Pérez y Elio Henríquez. ",http://www.jornada.com.mx//2013/03/16/fotos/032n2soc-1.jpg,"Sábado 16 de marzo de 2013, p. 32. ",0,1,1,0,1,0,0
N_42,http://www.jornada.unam.mx/2013/03/19/politica/020n1pol,19/03/2013,1,politica,Martes,Web,,mitin | lanzamiento_proyectiles | movilización | marcha | huelga,Acuerdan sindicatos y grupos sociales rechazo total a la reforma energética. ,,Patricia Muñoz Ríos. ,,"Martes 19 de marzo de 2013, p. 20. ",0,0,1,0,1,0,0
N_43,http://www.jornada.unam.mx/2013/03/24/sociedad/037n1soc,24/03/2013,1,sociedad,Domingo,Web,,mitin | toma_de_edificios/casetas | marcha,Ni la Semana Santa frenará la lucha contra la reforma educativa: maestros de Oaxaca. ,Oaxaca | ,Octavio Vélez Ascencio y Jorge A. Pérez Alfonso. ,http://www.jornada.com.mx//2013/03/24/fotos/037n1soc-1.jpg,"Domingo 24 de marzo de 2013, p. 37. ",0,1,1,0,0,0,1
N_44,http://www.jornada.unam.mx/2013/04/05/politica/004n1pol,05/04/2013,1,politica,Viernes,Web,Reforma educativa. ,plantón | campamento | bloqueo | movilización | marcha | en_demanda,"En Guerrero, la Ceteg analiza pedir desaparición de poderes. ",Guerrero | ,Sergio Ocampo Arista. ,http://www.jornada.com.mx//2013/04/05/fotos/004n1pol-1.jpg,"Viernes 5 de abril de 2013, p. 4. ",1,1,1,0,0,0,0
N_45,http://www.jornada.unam.mx/2013/04/06/politica/002n1pol,06/04/2013,1,politica,Sábado,Web,Reforma educativa. ,marcha | lanzamiento_proyectiles | campamento | manifestación | bloqueo,Reprimen protesta. ,Guerrero | ,,http://www.jornada.com.mx//2013/04/06/fotos/002n1pol-1.jpg,"Sábado 6 de abril de 2013, p. 2. ",1,0,0,0,0,1,0
N_46,http://www.jornada.unam.mx/2013/04/11/estados/037n4est,11/04/2013,1,estados,Jueves,Web,,marcha | mitin | manifestación | bloqueo,Bloqueos y marchas en tres estados. ,Chiapas | Nuevo León | Tabasco | Veracruz | ,De los corresponsales. ,,"Jueves 11 de abril de 2013, p. 37. ",0,0,0,1,0,0,0
N_47,http://www.jornada.unam.mx/2013/04/11/politica/002n1pol,11/04/2013,1,politica,Jueves,Web,Reforma educativa. ,campamento | manifestación | lanzamiento_proyectiles | movilización | marcha | mitin,Logran maestros la unión. ,Guerrero | ,Sergio Ocampo Arista. ,http://www.jornada.com.mx//2013/04/11/fotos/002n1pol-1.jpg,"Jueves 11 de abril de 2013, p. 2. ",1,1,1,1,0,0,1
N_48,http://www.jornada.unam.mx/2013/04/11/politica/003n2pol,11/04/2013,1,politica,Jueves,Web,Reforma educativa. ,movilización | huelga | campamento | marcha | caravana,Intensificará la CNTE las protestas en los estados. ,Guerrero | ,Laura Poy Solano. ,http://www.jornada.com.mx//2013/04/11/fotos/003n2pol-1.jpg,"Jueves 11 de abril de 2013, p. 3. ",0,1,0,0,1,0,1
N_49,http://www.jornada.unam.mx/2013/05/02/estados/042n1est,02/05/2013,1,estados,Jueves,Web,,protesta | en_demanda | mitin | manifestación | marcha,Protestan sindicatos contra reformas y pacto por México. ,Guerrero | Nuevo León | Tlaxcala | ,De los corresponsales. ,http://www.jornada.com.mx//2013/05/02/fotos/042n1est-1.jpg,"Jueves 2 de mayo de 2013, p. 42. ",0,0,1,0,0,0,0
N_50,http://www.jornada.unam.mx/2013/05/02/politica/007n1pol,02/05/2013,1,politica,Jueves,Web,,plantón | manifestación | lanzamiento_proyectiles | movilización | marcha | mitin | en_demanda,"‘‘Pacto social’’ y anular reformas, demandan gremios independientes. ",Chiapas | Guerrero | Michoacán | Oaxaca | ,"Patricia Muñoz, Laura Poy y Alonso Urrutia. ",http://www.jornada.com.mx//2013/05/02/fotos/007n1pol-1.jpg,"Jueves 2 de mayo de 2013, p. 7. ",0,1,1,0,1,0,0
N_51,http://www.jornada.unam.mx/2013/05/02/politica/013n1pol,02/05/2013,3,politica,Jueves,Web,,plantón | manifestación | lanzamiento_proyectiles | movilización | marcha | mitin,Maestros de Guerrero atacan edificios y autos en la marcha por el Día del Trabajo. ,Guerrero | ,De los corresponsales. ,http://www.jornada.com.mx//2013/05/02/fotos/013n1pol-1.jpg,"Jueves 2 de mayo de 2013, p. 13. ",1,1,0,1,1,0,1
N_52,http://www.jornada.unam.mx/2013/05/02/politica/020n1pol,02/05/2013,1,politica,Jueves,Web,,protesta | manifestación | lanzamiento_proyectiles | toma_de_edificios/casetas,Protestan jóvenes ante Televisa por su papel en la toma de rectoría. ,,Elizabeth Velasco C.. ,http://www.jornada.com.mx//2013/05/02/fotos/020n1pol-1.jpg,"Jueves 2 de mayo de 2013, p. 20. ",0,1,0,0,0,0,0
N_53,http://www.jornada.unam.mx/2013/05/03/estados/041n2est,03/05/2013,1,estados,Viernes,Web,,manifestación | bloqueo,Rechazan remodelación del jardín Guerrero en la capital de Querétaro. ,Querétaro | ,Carlos García. ,http://www.jornada.com.mx//2013/05/03/fotos/041n2est-1.jpg,"Viernes 3 de mayo de 2013, p. 41. ",0,0,0,0,0,0,0
N_54,http://www.jornada.unam.mx/2013/05/03/politica/009n1pol,03/05/2013,1,politica,Viernes,Web,,plantón | campamento | toma_de_edificios/casetas | manifestación | movilización | marcha | mitin | en_demanda,"Alto a la represión física, penal y sicológica , demanda la CNTE. ",Guerrero | ,Fabiola Martínez y Laura Poy. ,http://www.jornada.com.mx//2013/05/03/fotos/009n1pol-1.jpg,"Viernes 3 de mayo de 2013, p. 9. ",0,0,0,0,1,0,0
N_55,http://www.jornada.unam.mx/2013/05/11/politica/003n1pol,11/05/2013,1,politica,Sábado,Web,,plantón | manifestación | movilización | en_demanda | marcha,Madres de desaparecidos de 4 estados demandan a gobiernos acciones eficaces. ,Chihuahua | Morelos | Nuevo León | ,"Rubén Villalpando, Ernesto Martínez, Rubicela Morelos Cruz y Lilia Ovalle. ",http://www.jornada.com.mx//2013/05/11/fotos/003n1pol-1.jpg,"Sábado 11 de mayo de 2013, p. 3. ",0,0,0,0,0,0,0
N_56,http://www.jornada.unam.mx/2013/05/11/politica/010n2pol,11/05/2013,1,politica,Sábado,Web,,mitin | manifestación,Exige Consejo Popular del DF poder expresarse en la Plaza de la Constitución. ,,Josefina Quintero M.. ,http://www.jornada.com.mx//2013/05/11/fotos/010n2pol-1.jpg,"Sábado 11 de mayo de 2013, p. 10. ",0,1,0,0,1,0,0
N_57,http://www.jornada.unam.mx/2013/05/12/politica/006n1pol,12/05/2013,1,politica,Domingo,Web,,mitin,Sesiona en Huexca la convención contra la imposición de Peña Nieto en la Presidencia. ,Guerrero | Morelos | Oaxaca | Puebla | Tlaxcala | ,Rubicela Morelos Cruz. ,,"Domingo 12 de mayo de 2013, p. 6. ",0,0,1,0,0,0,0
N_58,http://www.jornada.unam.mx/2013/05/16/politica/005n1pol,16/05/2013,1,politica,Jueves,Web,Día del maestro. ,marcha | plantón | movilización | manifestación | bloqueo,Protestas masivas contra la reforma en 16 estados. ,Jalisco | ,De los corresponsales. ,http://www.jornada.com.mx//2013/05/16/fotos/005n1pol-1.jpg,"Jueves 16 de mayo de 2013, p. 5. ",0,1,0,0,1,0,1
N_59,http://www.jornada.unam.mx/2013/05/20/politica/012n1pol,20/05/2013,1,politica,Lunes,Web,,plantón | movilización | en_demanda,"Plantón de maestros en el Zócalo, hasta que autoridades atiendan las demandas. ",Chiapas | Ciudad de México | Guerrero | Michoacán | Oaxaca | ,Emir Olivares Alonso. ,,"Lunes 20 de mayo de 2013, p. 12. ",0,1,0,0,1,0,0
N_60,http://www.jornada.unam.mx/2013/05/26/estados/028n4est,26/05/2013,1,estados,Domingo,Web,,plantón | bloqueo,"Militantes de la OCEZ, en plantón; exigen liberar a ocho integrantes. ",Chiapas | ,Elio Henríquez. ,,"Domingo 26 de mayo de 2013, p. 28. ",0,0,0,1,0,0,0
N_61,http://www.jornada.unam.mx/2013/05/26/politica/002n1pol,26/05/2013,1,politica,Domingo,Web,Biotecnología dañina. ,manifestación | marcha,Ambientalistas rechazan la siembra de maíz transgénico. ,Chihuahua | Coahuila | Colima | Durango | Oaxaca | Puebla | Querétaro | Baja California | Jalisco | Michoacán | Morelos | Nuevo León | Chiapas | ,Carolina Gómez Mena. ,http://www.jornada.com.mx//2013/05/26/fotos/002n1pol-1.jpg,"Domingo 26 de mayo de 2013, p. 2. ",0,0,0,1,0,0,0
N_62,http://www.jornada.unam.mx/2013/05/26/politica/003n1pol,26/05/2013,1,politica,Domingo,Web,Biotecnología dañina. ,manifestación | en_demanda | marcha,Se suman ONG de 5 estados a condena mundial contra los granos manipulados. ,Chiapas | Hidalgo | Jalisco | Michoacán | Nayarit | Yucatán | Ciudad de México | ,De los corresponsales. ,http://www.jornada.com.mx//2013/05/26/fotos/003n1pol-1.jpg,"Domingo 26 de mayo de 2013, p. 3. ",0,0,1,1,0,0,0
N_63,http://www.jornada.unam.mx/2013/05/28/estados/029n2est,28/05/2013,1,estados,Martes,Web,,plantón,Incumplen industriales acuerdo para compra de cosecha de maíz en Sinaloa. ,Sinaloa | ,Javier Valdez Cárdenas. ,,"Martes 28 de mayo de 2013, p. 29. ",0,0,0,0,0,0,0
N_64,http://www.jornada.unam.mx/2013/05/28/estados/029n6est,28/05/2013,1,estados,Martes,Web,,plantón,Levantan plantón en oficinas de la CNDH. ,Chiapas | ,Elio Henríquez. ,,"Martes 28 de mayo de 2013, p. 29. ",0,0,0,0,0,0,0
N_65,http://www.jornada.unam.mx/2013/05/28/politica/010n1pol,28/05/2013,1,politica,Martes,Web,,movilización | manifestación | en_demanda | marcha,Se moviliza la sección 22 para exigir la liberación de 2 profesores y 3 activistas. ,Oaxaca | ,Octavio Vélez Ascencio y Jorge A. Pérez Alfonso. ,http://www.jornada.com.mx//2013/05/28/fotos/010n1pol-1.jpg,"Martes 28 de mayo de 2013, p. 10. ",0,0,1,0,0,0,0
N_66,http://www.jornada.unam.mx/2013/05/29/politica/008n3pol,29/05/2013,1,politica,Miércoles,Web,,manifestación | en_demanda,Discutirán leyes maestros y diputados en Baja California. ,Baja California | ,Antonio Heras y Alfredo Valadez. ,,"Miércoles 29 de mayo de 2013, p. 8. ",0,1,0,0,1,0,1
N_67,http://www.jornada.unam.mx/2013/05/29/politica/009n1pol,29/05/2013,1,politica,Miércoles,Web,,movilización | bloqueo | manifestación | marcha,Maestros de la sección 22 insisten en que liberen a cinco detenidos. ,Oaxaca | ,Jorge A. Pérez Alfonso. ,,"Miércoles 29 de mayo de 2013, p. 9. ",0,0,0,0,0,0,0
N_68,http://www.jornada.unam.mx/2013/05/29/politica/009n2pol,29/05/2013,1,politica,Miércoles,Web,,mitin | movilización | campamento | marcha,CNTE y Uprez exigen diálogo y dejar libres a todos los presos políticos. ,Morelos | ,Laura Poy Solano. ,,"Miércoles 29 de mayo de 2013, p. 9. ",0,1,0,0,1,0,0
N_69,http://www.jornada.unam.mx/2013/05/31/politica/005n2pol,31/05/2013,1,politica,Viernes,Web,,movilización | manifestación | en_demanda | marcha,Familiares de las víctimas demandan resultados inmediatos y no mediáticos. ,Ciudad de México | Puebla | ,Alfredo Méndez. ,http://www.jornada.com.mx//2013/05/31/fotos/005n2pol-1.jpg,"Viernes 31 de mayo de 2013, p. 5. ",0,0,1,0,0,0,0
