id,URL noticia,C1x1FechaPeriodico,Eps_relacionados,sección,Día,versión,serie,concordancia_semantica_en_búsqueda,titulo,estados_referidos,autores,imagen_principal,info_publicacion,Referencias Ayotzinapa,Referencias Reforma educativa,Referencias Peña Nieto,Referencias Campesinos,Referencias CNTE,Referencias relevantes Ayotzinapa,Referencias relevantes Reforma educativa
N_388,http://www.jornada.unam.mx/2016/06/22/politica/003n1pol,22/06/2016,1,politica,Miércoles,Web,Resistencia magisterial. ,mitin | manifestación | bloqueo | en_demanda | marcha,Protestas en 10 estados para exigir castigo a responsables de las muertes. ,Chiapas | Chihuahua | Guerrero | Jalisco | Estado de México | Michoacán | Morelos | Oaxaca | Sinaloa | Tamaulipas | Veracruz | Zacatecas | ,De los corresponsales. ,http://www.jornada.com.mx//2016/06/22/fotos/003n1pol-1.jpg,"Miércoles 22 de junio de 2016, p. 3. ",1,1,1,0,1,0,1
N_389,http://www.jornada.unam.mx/2016/06/24/politica/007n1pol,24/06/2016,2,politica,Viernes,Web,,plantón | manifestación | toma_de_edificios/casetas | bloqueo | protesta | movilización | marcha | mitin | en_demanda | caravana,Se movilizan miles en siete entidades para pedir el cese de la represión a docentes. ,Baja California | Chiapas | Chihuahua | Guanajuato | Guerrero | Estado de México | Michoacán | Oaxaca | Tabasco | Zacatecas | ,De los corresponsales. ,,"Viernes 24 de junio de 2016, p. 7. ",1,1,0,1,1,0,1
N_390,http://www.jornada.unam.mx/2016/06/25/politica/011n1pol,25/06/2016,1,politica,Sábado,Web,,toma_de_edificios/casetas | bloqueo | manifestación | lanzamiento_proyectiles | paro de labores | movilización | marcha,"Marchas, toma de casetas y autobuses en apoyo a maestros en siete estados. ",Guerrero | ,De los corresponsales. ,http://www.jornada.com.mx//2016/06/25/fotos/011n1pol-1.jpg,"Sábado 25 de junio de 2016, p. 11. ",0,0,0,0,1,0,0
N_391,http://www.jornada.unam.mx/2016/06/28/estados/026n1est,28/06/2016,1,estados,Martes,Web,,manifestación | en_demanda,Madres veracruzanas demandan procesar a impostora que prometió localizar a sus hijos. ,Veracruz | ,Iraís Aguirre. ,,"Martes 28 de junio de 2016, p. 26. ",0,0,0,0,0,0,0
N_392,http://www.jornada.unam.mx/2016/06/28/politica/006n1pol,28/06/2016,5,politica,Martes,Web,,protesta | manifestación | bloqueo,Realizan bloqueos en varias carreteras de Chiapas en rechazo a la reforma educativa. ,Chiapas | ,De los corresponsales. ,,"Martes 28 de junio de 2016, p. 6. ",0,1,0,0,1,0,1
N_393,http://www.jornada.unam.mx/2016/07/02/politica/003n2pol,02/07/2016,1,politica,Sábado,Web,Resistencia magisterial. ,plantón | manifestación | bloqueo | huelga de hambre | paro de labores | marcha | en_demanda,Pararon en NL 85% de escuelas básicas: José Cárdenas. ,Nuevo León | ,Erick Muñiz. ,http://www.jornada.com.mx//2016/07/02/fotos/003n2pol-1.jpg,"Sábado 2 de julio de 2016, p. 3. ",0,1,0,0,0,0,0
N_394,http://www.jornada.unam.mx/2016/07/05/politica/003n1pol,05/07/2016,1,politica,Martes,Web,,bloqueo,Cumplen una semana los cierres carreteros en el estado de Chiapas. ,Chiapas | ,Elio Henríquez y Diana Manzo. ,,"Martes 5 de julio de 2016, p. 3. ",0,1,0,0,1,0,1
N_395,http://www.jornada.unam.mx/2016/07/07/estados/031n4est,07/07/2016,1,estados,Jueves,Web,,manifestación | en_demanda,Retiran apoyo a productores de frijol en Durango. ,Durango | ,Saúl Maldonado. ,,"Jueves 7 de julio de 2016, p. 31. ",0,0,0,1,0,0,0
N_396,http://www.jornada.unam.mx/2016/07/07/politica/004n1pol,07/07/2016,1,politica,Jueves,Web,Resistencia magisterial. ,manifestación | bloqueo | en_demanda | marcha | huelga de hambre,Exigen en Nuevo León pago de incentivos y abrogar la reforma. ,Nuevo León | ,Érick Muñiz. ,http://www.jornada.com.mx//2016/07/07/fotos/004n1pol-1.jpg,"Jueves 7 de julio de 2016, p. 4. ",0,1,0,0,0,0,1
N_397,http://www.jornada.unam.mx/2016/07/10/politica/004n2pol,10/07/2016,3,politica,Domingo,Web,,manifestación | bloqueo | toma_de_edificios/casetas | protesta | marcha | mitin,Marchan miles en Yucatán; piden que cese la represión y la renuncia de Nuño. ,Yucatán | ,De los corresponsales. ,http://www.jornada.com.mx//2016/07/10/fotos/004n2pol-1.jpg,"Domingo 10 de julio de 2016, p. 4. ",0,1,0,0,1,0,1
N_398,http://www.jornada.unam.mx/2016/07/13/politica/007n2pol,13/07/2016,1,politica,Miércoles,Web,,toma_de_edificios/casetas | manifestación | bloqueo | lanzamiento_proyectiles | marcha | boicot,"En Acapulco, integrantes de la Ceteg irrumpen en la sección 14 del SNTE. ",Guerrero | ,De los corresponsales. ,,"Miércoles 13 de julio de 2016, p. 7. ",0,1,0,0,1,0,1
N_399,http://www.jornada.unam.mx/2016/07/14/politica/006n1pol,14/07/2016,1,politica,Jueves,Web,Resistencia magisterial. ,plantón | toma_de_edificios/casetas | bloqueo | manifestación | lanzamiento_proyectiles | marcha,Chocan maestros y policías durante marchas en Nuevo León y Michoacán. ,Michoacán | Nuevo León | ,De los corresponsales. ,http://www.jornada.com.mx//2016/07/14/fotos/006n1pol-1.jpg,"Jueves 14 de julio de 2016, p. 6. ",0,1,1,0,1,0,1
N_400,http://www.jornada.unam.mx/2016/07/15/estados/030n3est,15/07/2016,1,estados,Viernes,Web,,plantón,Burócratas de Morelos rechazan reforma crediticia. ,Morelos | ,Rubicela Morelos Cruz. ,,"Viernes 15 de julio de 2016, p. 30. ",0,0,0,0,0,0,0
N_401,http://www.jornada.unam.mx/2016/07/15/politica/014n2pol,15/07/2016,1,politica,Viernes,Web,,marcha | manifestación | bloqueo,Maestros de NL recibirán beneficios aun sin evaluación. ,Chiapas | Chihuahua | Guerrero | Nuevo León | Oaxaca | Tabasco | ,De los corresponsales. ,,"Viernes 15 de julio de 2016, p. 14. ",0,1,0,0,0,0,1
N_402,http://www.jornada.unam.mx/2016/07/15/sociedad/037n2soc,15/07/2016,1,sociedad,Viernes,Web,,en_demanda | marcha,Exige el Mena ampliar la matrícula del IPN y garantizar un lugar a sus miembros. ,,Arturo Sánchez Jiménez. ,,"Viernes 15 de julio de 2016, p. 37. ",0,0,0,0,0,0,0
N_403,http://www.jornada.unam.mx/2016/07/16/estados/024n1est,16/07/2016,1,estados,Sábado,Web,,protesta | manifestación,Reforman ley en Morelos que privatiza Instituto de Crédito. ,Morelos | ,Rubicela Morelos Cruz. ,http://www.jornada.com.mx//2016/07/16/fotos/024n1est-1.jpg,"Sábado 16 de julio de 2016, p. 24. ",0,0,0,0,0,0,0
N_404,http://www.jornada.unam.mx/2016/07/16/politica/007n2pol,16/07/2016,1,politica,Sábado,Web,,mitin | huelga | toma_de_edificios/casetas | huelga de hambre,En Oaxaca el Ieepo decidió suspender evaluación para ingresar a la docencia. ,Oaxaca | ,De los corresponsales. ,,"Sábado 16 de julio de 2016, p. 7. ",0,1,0,0,1,0,0
N_405,http://www.jornada.unam.mx/2016/07/17/politica/010n2pol,17/07/2016,3,politica,Domingo,Web,,plantón | manifestación | toma_de_edificios/casetas | protesta | movilización | marcha | mitin,Miles de maestros protestan en cinco estados contra la reforma educativa. ,Ciudad de México | ,De los corresponsales. ,http://www.jornada.com.mx//2016/07/17/fotos/010n2pol-1.jpg,"Domingo 17 de julio de 2016, p. 10. ",0,1,0,0,1,0,1
N_406,http://www.jornada.unam.mx/2016/07/20/politica/005n2pol,20/07/2016,2,politica,Miércoles,Web,,movilización | plantón | toma_de_edificios/casetas | bloqueo | marcha,Continúa la movilización. ,Chiapas | Durango | Guerrero | Hidalgo | Michoacán | Nuevo León | Oaxaca | Tabasco | Yucatán | Jalisco | ,"Luis A. Boffil, Juan R. Montoya, Sergio Ocampo, Héctor Briseño, Saúl Maldonado, Elio Henríquez, Ernesto Martínez, Diana Manzo, René Alberto y Erick Muñiz",,"Miércoles 20 de julio de 2016, p. 5. ",0,1,0,0,1,0,1
N_407,http://www.jornada.unam.mx/2016/07/23/politica/006n1pol,23/07/2016,1,politica,Sábado,Web,,marcha | lanzamiento_proyectiles | toma_de_edificios/casetas | manifestación | bloqueo,Once detenidos por violento desalojo de maestros en Chiapas. ,Chiapas | ,De los corresponsales. ,,"Sábado 23 de julio de 2016, p. 6. ",0,1,0,0,1,0,1
N_408,http://www.jornada.unam.mx/2016/07/26/politica/009n1pol,26/07/2016,1,politica,Martes,Web,,plantón | paro de labores | toma_de_edificios/casetas | bloqueo,Maestros bloquean acceso al aeropuerto de Tuxtla Gutiérrez. ,Chiapas | ,Elio Henríquez y Sergio Ocampo. ,http://www.jornada.com.mx//2016/07/26/fotos/009n1pol-1.jpg,"Martes 26 de julio de 2016, p. 9. ",0,1,0,0,1,0,0
N_409,http://www.jornada.unam.mx/2016/07/26/politica/009n3pol,26/07/2016,1,politica,Martes,Web,,paro de labores,"Ex dirigente estatal del PRI, nuevo secretario de Educación en Chiapas. ",Chiapas | ,Elio Henríquez. ,,"Martes 26 de julio de 2016, p. 9. ",0,1,0,0,0,0,0
N_410,http://www.jornada.unam.mx/2016/07/28/politica/006n1pol,28/07/2016,1,politica,Jueves,Web,,campamento | manifestación | bloqueo | lanzamiento_proyectiles | mitin | en_demanda,Liberan maestros vías del ferrocarril en Michoacán; aguardan efectos del diálogo. ,Michoacán | ,De los corresponsales. ,http://www.jornada.com.mx//2016/07/28/fotos/006n1pol-1.jpg,"Jueves 28 de julio de 2016, p. 6. ",1,1,0,0,1,0,0
N_411,http://www.jornada.unam.mx/2016/08/01/politica/004n4pol,01/08/2016,2,politica,Lunes,Web,,plantón | paro de labores | toma_de_edificios/casetas | bloqueo | marcha,Nuevos bloqueos a plazas comerciales en Chiapas. ,Chiapas | ,De la corresponsalía. ,,"Lunes 1º de agosto de 2016, p. 4. ",0,1,0,0,1,0,0
N_412,http://www.jornada.unam.mx/2016/08/03/politica/005n1pol,03/08/2016,1,politica,Miércoles,Web,,marcha | plantón | toma_de_edificios/casetas | en_demanda | bloqueo,Piden empresarios de Chiapas declaratoria de desastre por afectaciones de la CNTE. ,Chiapas | ,De los corresponsales. ,http://www.jornada.com.mx//2016/08/03/fotos/005n1pol-1.jpg,"Miércoles 3 de agosto de 2016, p. 5. ",0,1,1,0,1,0,0
N_413,http://www.jornada.unam.mx/2016/08/03/politica/016n1pol,03/08/2016,1,politica,Miércoles,Web,,paro de labores,Paran labores trabajadores de empresas metalmecánica y acerera en Matamoros. ,Tamaulipas | ,Patricia Muñoz Ríos. ,,"Miércoles 3 de agosto de 2016, p. 16. ",0,0,0,0,0,0,0
N_414,http://www.jornada.unam.mx/2016/08/04/politica/008n1pol,04/08/2016,2,politica,Jueves,Web,,plantón | protesta | toma_de_edificios/casetas | bloqueo | marcha,Maestros bloquean el aeropuerto de Hermosillo. ,Sonora | ,De los Corresponsales. ,,"Jueves 4 de agosto de 2016, p. 8. ",0,1,0,0,1,0,1
N_415,http://www.jornada.unam.mx/2016/08/06/politica/007n1pol,06/08/2016,1,politica,Sábado,Web,,plantón | movilización | paro de labores | toma_de_edificios/casetas | marcha,"Por segundo día, profesores toman casetas en Chiapas. ",Chiapas | ,Héctor Briseño y Javier Salinas. ,,"Sábado 6 de agosto de 2016, p. 7. ",0,1,0,0,0,0,1
N_416,http://www.jornada.unam.mx/2016/08/07/politica/004n1pol,07/08/2016,1,politica,Domingo,Web,,paro de labores | en_demanda | marcha,Gobierno de Chiapas paga los salarios retenidos a 87 mil maestros; el paro sigue. ,Chiapas | ,"De la corresponsalía en Chiapas y René Ramón, corresponsal",http://www.jornada.com.mx//2016/08/07/fotos/004n1pol-1.jpg,"Domingo 7 de agosto de 2016, p. 4. ",0,1,0,0,1,0,1
N_417,http://www.jornada.unam.mx/2016/08/10/politica/005n2pol,10/08/2016,1,politica,Miércoles,Web,,plantón | manifestación | en_demanda | bloqueo,Movilizaciones magisteriales en tiendas departamentales de Tuxtla. ,Chiapas | Nayarit | Sinaloa | ,De la corresponsalía en Chiapas y Miriam Navarro. ,,"Miércoles 10 de agosto de 2016, p. 5. ",0,1,0,1,1,0,0
N_418,http://www.jornada.unam.mx/2016/08/11/politica/003n2pol,11/08/2016,1,politica,Jueves,Web,,marcha | plantón | bloqueo | caravana,Tercer día de bloqueos a supermercados de Tuxtla. ,Chiapas | Ciudad de México | Guerrero | ,De la corresponsalía en Chiapas y Sergio Ocampo. ,,"Jueves 11 de agosto de 2016, p. 3. ",0,0,0,0,0,0,0
N_419,http://www.jornada.unam.mx/2016/08/12/politica/004n3pol,12/08/2016,1,politica,Viernes,Web,,en_demanda | bloqueo,Cuarto día de bloqueos a comercios de Chiapas. ,Chiapas | ,Elio Heríquez y Sergio Ocampo. ,,"Viernes 12 de agosto de 2016, p. 4. ",0,1,0,0,0,0,0
N_420,http://www.jornada.unam.mx/2016/08/14/politica/006n3pol,14/08/2016,1,politica,Domingo,Web,,paro de labores | toma_de_edificios/casetas | caravana,Maestros toman centros comerciales de Chiapas. ,Chiapas | ,Elio Henríquez y Sergio Ocampo. ,,"Domingo 14 de agosto de 2016, p. 6. ",0,1,0,0,0,0,1
N_421,http://www.jornada.unam.mx/2016/08/16/politica/005n2pol,16/08/2016,1,politica,Martes,Web,,plantón | toma_de_edificios/casetas | manifestación | bloqueo,Protestas en cuatro estados. ,Chiapas | Guerrero | Hidalgo | Oaxaca | ,"Jorge A. Pérez Alfonso, Elio Henríquez, Sergio Ocampo y Ricardo Montoya, corresponsales",,"Martes 16 de agosto de 2016, p. 5. ",0,1,0,0,1,0,1
N_422,http://www.jornada.unam.mx/2016/08/17/estados/026n1est,17/08/2016,1,estados,Miércoles,Web,,plantón | manifestación | bloqueo | movilización | marcha | mitin,Marchan en tres ciudades de Morelos contra Ramírez. ,Morelos | ,Rubicela Morelos Cruz. ,http://www.jornada.com.mx//2016/08/17/fotos/026n1est-1.jpg,"Miércoles 17 de agosto de 2016, p. 26. ",0,0,0,0,0,0,0
N_423,http://www.jornada.unam.mx/2016/08/17/politica/004n2pol,17/08/2016,2,politica,Miércoles,Web,,marcha | toma_de_edificios/casetas | bloqueo,Causa destrozos la Ceteg en la sede educativa en Chilpancingo. ,Guerrero | ,De los corresponsales. ,http://www.jornada.com.mx//2016/08/17/fotos/004n2pol-1.jpg,"Miércoles 17 de agosto de 2016, p. 4. ",0,1,0,0,0,0,0
N_424,http://www.jornada.unam.mx/2016/08/18/politica/004n3pol,18/08/2016,1,politica,Jueves,Web,,toma_de_edificios/casetas | bloqueo,Protestas en Guerrero y Chiapas. ,Chiapas | Guerrero | ,"Sergio Ocampo, Héctor Briseño y Elio Henríquez. ",,"Jueves 18 de agosto de 2016, p. 4. ",0,1,0,0,0,0,1
N_425,http://www.jornada.unam.mx/2016/08/19/politica/007n3pol,19/08/2016,1,politica,Viernes,Web,,protesta | toma_de_edificios/casetas | en_demanda | mitin,Sindicalistas se unen a la lucha docente. ,Chiapas | Guerrero | Estado de México | ,"Sergio Ocampo, Elio Henríquez y Silvia Chávez. ",,"Viernes 19 de agosto de 2016, p. 7. ",0,1,0,0,1,0,1
N_426,http://www.jornada.unam.mx/2016/08/20/politica/007n3pol,20/08/2016,1,politica,Sábado,Web,,paro de labores | toma_de_edificios/casetas | marcha,Más actos de resistencia en Chiapas. ,Chiapas | ,"Elio Henríquez, Sergio Ocampo y Héctor Briseño. ",,"Sábado 20 de agosto de 2016, p. 7. ",0,1,0,0,0,0,0
N_427,http://www.jornada.unam.mx/2016/08/21/politica/011n3pol,21/08/2016,1,politica,Domingo,Web,,toma_de_edificios/casetas,Toman casetas en Tuxtla Gutiérrez. ,Chiapas | ,Elio Henríquez. ,,"Domingo 21 de agosto de 2016, p. 11. ",0,1,0,0,0,0,0
N_428,http://www.jornada.unam.mx/2016/08/24/politica/004n1pol,24/08/2016,1,politica,Miércoles,Web,,en_demanda | manifestación | bloqueo,"En Oaxaca, 37 bloqueos carreteros. ",Oaxaca | ,De los corresponsales. ,http://www.jornada.com.mx//2016/08/24/fotos/004n1pol-1.jpg,"Miércoles 24 de agosto de 2016, p. 4. ",0,1,0,0,1,0,1
N_429,http://www.jornada.unam.mx/2016/08/26/politica/004n2pol,26/08/2016,1,politica,Viernes,Web,,plantón | paro de labores | toma_de_edificios/casetas | bloqueo | marcha,Siguen protestas y plantones de mentores en al menos cuatro estados. ,Chiapas | Chihuahua | Guerrero | Oaxaca | ,De los corresponsales. ,,"Viernes 26 de agosto de 2016, p. 4. ",1,1,0,0,1,0,1
N_430,http://www.jornada.unam.mx/2016/08/27/politica/004n1pol,27/08/2016,1,politica,Sábado,Web,,manifestación | bloqueo | toma_de_edificios/casetas | marcha,"Maestros disidentes realizan marchas, bloqueos y toma de oficinas en 5 estados. ",Chiapas | Guerrero | Michoacán | Oaxaca | Tabasco | ,De los corresponsales. ,,"Sábado 27 de agosto de 2016, p. 4. ",1,1,0,0,1,0,1
N_431,http://www.jornada.unam.mx/2016/08/28/politica/006n1pol,28/08/2016,1,politica,Domingo,Web,,manifestación | paro de labores | toma_de_edificios/casetas | bloqueo,"Seguirán las protestas contra la reforma educativa, pese a despidos. ",Ciudad de México | ,"Arturo Sánchez, reportero, Jorge A. Pérez Alfonso, Elio Henríquez, Miroslava Breach y Rubén Villalpando, corresponsales",http://www.jornada.com.mx//2016/08/28/fotos/006n1pol-1.jpg,"Domingo 28 de agosto de 2016, p. 6. ",0,1,0,0,1,0,1
N_432,http://www.jornada.unam.mx/2016/08/31/politica/008n1pol,31/08/2016,1,politica,Miércoles,Web,,plantón | paro de labores | bloqueo,Bloquean maestros 5 puntos de Tuxtla Gutiérrez; exigen reiniciar el diálogo. ,Chiapas | ,Elio Henríquez. ,http://www.jornada.com.mx//2016/08/31/fotos/008n1pol-1.jpg,"Miércoles 31 de agosto de 2016, p. 8. ",0,1,0,0,1,0,1
N_433,http://www.jornada.unam.mx/2016/09/01/politica/013n2pol,01/09/2016,1,politica,Jueves,Web,,protesta | bloqueo | en_demanda | marcha,"Normalistas protestan pacíficamente en Morelia, Chilpancingo y Acapulco. ",Guerrero | Michoacán | ,"Sergio Ocampo, Héctor Briseño y Ernesto Martínez. ",,"Jueves 1º de septiembre de 2016, p. 13. ",0,0,0,0,0,0,0
N_434,http://www.jornada.unam.mx/2016/09/02/politica/013n1pol,02/09/2016,1,politica,Viernes,Web,,mitin | manifestación | movilización | en_demanda | marcha,"Anulan la reforma educativa, o no le vamos a parar : CNTE. ",Guerrero | ,Arturo Sánchez Jiménez. ,,"Viernes 2 de septiembre de 2016, p. 13. ",1,1,1,0,1,1,1
N_435,http://www.jornada.unam.mx/2016/09/03/politica/007n1pol,03/09/2016,1,politica,Sábado,Web,,protesta | paro de labores | toma_de_edificios/casetas | bloqueo,"Maestros toman 7 estaciones de radio y tv, y 3 plazas comerciales en Tuxtla Gutiérrez. ",Chiapas | ,Elio Henríquez y Sergio Ocampo. ,http://www.jornada.com.mx//2016/09/03/fotos/007n1pol-1.jpg,"Sábado 3 de septiembre de 2016, p. 7. ",0,1,0,0,1,0,1
N_436,http://www.jornada.unam.mx/2016/09/04/politica/003n2pol,04/09/2016,1,politica,Domingo,Web,,paro de labores | toma_de_edificios/casetas | en_demanda,Maestros votan por continuar el paro en Chiapas contra la reforma educativa. ,Chiapas | ,Elio Henríquez y Sergio Ocampo. ,,"Domingo 4 de septiembre de 2016, p. 3. ",1,1,0,0,1,0,1
N_437,http://www.jornada.unam.mx/2016/09/06/politica/011n2pol,06/09/2016,1,politica,Martes,Web,,manifestación | toma_de_edificios/casetas | bloqueo,Maestros ocupan tres plazas comerciales en Tuxtla Gutiérrez. ,Chiapas | ,Elio Henríquez. ,http://www.jornada.com.mx//2016/09/06/fotos/011n2pol-1.jpg,"Martes 6 de septiembre de 2016, p. 11. ",0,1,0,0,1,0,0
N_438,http://www.jornada.unam.mx/2016/09/09/estados/035n3est,09/09/2016,1,estados,Viernes,Web,,en_demanda | marcha,Piden burócratas de Chilpancingo que dimita el edil. ,Guerrero | ,Sergio Ocampo. ,,"Viernes 9 de septiembre de 2016, p. 35. ",0,0,0,0,0,0,0
N_439,http://www.jornada.unam.mx/2016/09/09/politica/019n1pol,09/09/2016,1,politica,Viernes,Web,,protesta | plantón | paro de labores | toma_de_edificios/casetas | bloqueo,Definirá hoy la CNTE si acepta aplicación de reforma hasta 2018. ,Chiapas | Guerrero | Morelos | Oaxaca | ,De los corresponsales. ,,"Viernes 9 de septiembre de 2016, p. 19. ",1,1,1,0,1,0,1
N_440,http://www.jornada.unam.mx/2016/09/10/politica/011n1pol,10/09/2016,1,politica,Sábado,Web,,movilización | paro de labores | toma_de_edificios/casetas | marcha,"Mantener el paro en Chiapas, acuerdo de las secciones 7 y 40. ",Chiapas | ,Elio Henríquez. ,http://www.jornada.com.mx//2016/09/10/fotos/011n1pol-1.jpg,"Sábado 10 de septiembre de 2016, p. 11. ",0,1,0,0,1,0,1
N_441,http://www.jornada.unam.mx/2016/09/11/politica/013n1pol,11/09/2016,1,politica,Domingo,Web,,mitin | plantón | en_demanda | marcha,Miles marchan en Chiapas para ratificar que sigue la lucha contra la reforma educativa. ,Chiapas | ,Elio Henríquez. ,,"Domingo 11 de septiembre de 2016, p. 13. ",0,1,0,0,0,0,1
N_442,http://www.jornada.unam.mx/2016/09/11/politica/013n2pol,11/09/2016,1,politica,Domingo,Web,,movilización | mitin | en_demanda | marcha | paro de labores,Movilización de la CNTE al Zócalo para refrendar su exigencia de diálogo. ,Chiapas | Ciudad de México | Guerrero | Michoacán | Oaxaca | ,Arturo Sánchez Jiménez. ,http://www.jornada.com.mx//2016/09/11/fotos/013n2pol-1.jpg,"Domingo 11 de septiembre de 2016, p. 13. ",0,1,0,0,1,0,0
N_443,http://www.jornada.unam.mx/2016/09/13/politica/013n1pol,13/09/2016,1,politica,Martes,Web,,plantón | manifestación | movilización | toma_de_edificios/casetas | en_demanda,Siguen protestas del magisterio en Chiapas y Guerrero contra la reforma educativa. ,Chiapas | Guerrero | ,"Elio Henríquez, Héctor Briseño Diana Manzo y Javier Santos. ",http://www.jornada.com.mx//2016/09/13/fotos/013n1pol-1.jpg,"Martes 13 de septiembre de 2016, p. 13. ",0,1,0,0,1,0,1
N_444,http://www.jornada.unam.mx/2016/09/13/politica/015n1pol,13/09/2016,1,politica,Martes,Web,,plantón | bloqueo | en_demanda | mitin,Campesinos exigen con plantón pago de $800 millones adeudados por Sagarpa. ,Chiapas | Ciudad de México | Veracruz | ,Matilde Pérez. ,http://www.jornada.com.mx//2016/09/13/fotos/015n1pol-1.jpg,"Martes 13 de septiembre de 2016, p. 15. ",0,0,0,1,0,0,0
N_445,http://www.jornada.unam.mx/2016/09/14/politica/016n1pol,14/09/2016,1,politica,Miércoles,Web,,plantón | bloqueo,Productores de diversas organizaciones exigen a la Sagarpa que entregue recursos. ,Sinaloa | ,Matilde Pérez U.. ,http://www.jornada.com.mx//2016/09/14/fotos/016n1pol-1.jpg,"Miércoles 14 de septiembre de 2016, p. 16. ",0,0,0,1,0,0,0
N_446,http://www.jornada.unam.mx/2016/09/17/politica/011n1pol,17/09/2016,1,politica,Sábado,Web,,plantón | campamento | paro de labores,Maestros de Chiapas retiran plantón; el lunes reinician clases. ,Chiapas | ,Elio Henríquez. ,http://www.jornada.com.mx//2016/09/17/fotos/011n1pol-1.jpg,"Sábado 17 de septiembre de 2016, p. 11. ",0,1,0,0,1,0,1
N_447,http://www.jornada.unam.mx/2016/09/20/politica/011n1pol,20/09/2016,1,politica,Martes,Web,,protesta | movilización | manifestación | marcha,Tras paro de cuatro meses reanudan clases en Chiapas los maestros de las secciones 7 y 40. ,Chiapas | ,Elio Henríquez y Jorge A. Pérez Alfonso. ,http://www.jornada.com.mx//2016/09/20/fotos/011n1pol-1.jpg,"Martes 20 de septiembre de 2016, p. 11. ",0,1,0,0,1,0,1
N_448,http://www.jornada.unam.mx/2016/09/22/politica/015n1pol,22/09/2016,1,politica,Jueves,Web,,plantón | lanzamiento_proyectiles | manifestación,"Entre golpes y gritos, campesinos exigen al PRD defender el presupuesto del agro. ",Guerrero | ,Alma E. Muñoz. ,http://www.jornada.com.mx//2016/09/22/fotos/015n1pol-1.jpg,"Jueves 22 de septiembre de 2016, p. 15. ",0,0,0,1,0,0,0
N_449,http://www.jornada.unam.mx/2016/10/07/politica/016n1pol,07/10/2016,1,politica,Viernes,Web,,plantón | en_demanda | mitin,Campesinos se plantan frente a Morena; exigen apoyo contra el recorte. ,Ciudad de México | ,Matilde Pérez U.. ,http://www.jornada.com.mx//2016/10/07/fotos/016n1pol-1.jpg,"Viernes 7 de octubre de 2016, p. 16. ",0,0,0,1,0,0,0
N_450,http://www.jornada.unam.mx/2016/10/09/politica/011n2pol,09/10/2016,1,politica,Domingo,Web,,plantón | manifestación,Se cumplen dos años de plantón en Chilpancingo por los 43 de Ayotzinapa. ,Guerrero | ,Sergio Ocampo Arista. ,http://www.jornada.com.mx//2016/10/09/fotos/011n2pol-1.jpg,"Domingo 9 de octubre de 2016, p. 11. ",1,1,0,0,0,1,0
N_451,http://www.jornada.unam.mx/2016/10/09/politica/015n2pol,09/10/2016,1,politica,Domingo,Web,,mitin | manifestación | en_demanda | marcha,Marchan en Guerrero por asesinato de 2 normalistas. ,Guerrero | ,Sergio Ocampo. ,,"Domingo 9 de octubre de 2016, p. 15. ",1,0,0,0,0,1,0
N_452,http://www.jornada.unam.mx/2016/10/15/politica/011n1pol,15/10/2016,1,politica,Sábado,Web,,mitin | en_demanda | marcha | caravana,Si el gobierno no responde a peticiones de campesinos el país se puede incendiar. ,Guerrero | ,Carolina Gómez Mena. ,http://www.jornada.com.mx//2016/10/15/fotos/011n1pol-1.jpg,"Sábado 15 de octubre de 2016, p. 11. ",0,0,0,1,0,0,0
N_453,http://www.jornada.unam.mx/2016/10/24/estados/031n1est,24/10/2016,1,estados,Lunes,Web,,paro de labores | en_demanda | marcha | huelga de hambre,Rechazados de la Nicolaíta empiezan huelga de hambre. ,Michoacán | ,Ernesto Martínez Elorriaga. ,,"Lunes 24 de octubre de 2016, p. 31. ",0,0,0,0,0,0,0
N_454,http://www.jornada.unam.mx/2016/11/04/politica/008n2pol,04/11/2016,1,politica,Viernes,Web,,toma_de_edificios/casetas,Liberan estudiantes sedes de la Universidad Michoacana. ,Michoacán | ,Ernesto Martínez Elorriaga. ,,"Viernes 4 de noviembre de 2016, p. 8. ",0,0,0,0,0,0,0
N_455,http://www.jornada.unam.mx/2016/11/08/sociedad/039n2soc,08/11/2016,1,sociedad,Martes,Web,,caravana,En resistencia contra el NAICM no se dará ni un paso atrás: caravana. ,Ciudad de México | Jalisco | Estado de México | Michoacán | Quintana Roo | Sinaloa | ,Javier Salinas Cesáreo. ,,"Martes 8 de noviembre de 2016, p. 39. ",0,0,0,1,0,0,0
N_456,http://www.jornada.unam.mx/2016/11/16/estados/028n1est,16/11/2016,1,estados,Miércoles,Web,,marcha | caravana,Madres de migrantes de CA buscan en México a sus hijos desaparecidos. ,Chiapas | ,Elio Henríquez,http://www.jornada.com.mx//2016/11/16/fotos/028n1est-1.jpg,"Miércoles 16 de noviembre de 2016, p. 28. ",0,0,0,0,0,0,0
N_457,http://www.jornada.unam.mx/2016/12/09/politica/018n2pol,09/12/2016,1,politica,Viernes,Web,,manifestación | bloqueo,Piden docentes de Chiapas al gobierno federal cumplir los acuerdos pactados. ,Chiapas | ,Elio Henríquez y Ernesto Martínez. ,,"Viernes 9 de diciembre de 2016, p. 18. ",0,0,0,0,1,0,0
