exactitud,EPs,lat,lon,Estado,Municipio,Lugar,Bloqueo,Plantón,Marcha,Mitin,Paro de labores,#Repertorios,Repertorio_de_referencia,Repertorio_de_referencia_,Repertorio_de_referencia2
sí,1,16.7708203,-93.3610484,Chiapas,Ocozocoautla de Espinosa,Crucero Llano San Juan,1,0,0,0,0,5,Bloqueo,Bloqueo,Bloqueo
sí,3,16.7709639,-99.7726376,Guerrero,Acapulco de Juárez,Forum de Mundo Imperial,1,0,1,0,0,2,Varios,Varios,Varios
sí,1,16.7728375,-93.1821396,Chiapas,Tuxtla Gutiérrez,salidas poniente y oriente de Tuxtla,1,0,0,0,1,2,Bloqueo,Bloqueo,Bloqueo
sí,1,16.773058,-93.1302663,Chiapas,Tuxtla Gutiérrez,"instalaciones del Sistema Chiapaneco de Radio, Televisión y Cinematografía",0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,2,16.7758582,-93.1120885,Chiapas,Tuxtla Gutiérrez,Palacio de Gobierno,0,1,0,1,1,3,Varios,Varios,Varios
sí,2,16.7759944,-93.1143033,Chiapas,Tuxtla Gutiérrez,accesos a Tuxtla Gutiérrez y palacio de gobierno,1,0,0,0,1,5,Varios,Varios,Varios
sí,1,16.7830682,-93.0984616,Chiapas,Tuxtla Gutiérrez,Calzada el sumidero,0,1,1,0,1,5,Plantón,Plantón,Plantón
sí,1,16.7837518,-99.7918551,Guerrero,Acapulco de Juárez,Boulevard de las naciones,0,0,1,0,0,2,Marcha,Marcha,Marcha
sí,4,16.7878012,-93.1249908,Chiapas,Tuxtla Gutiérrez,La Pochota,1,0,0,0,0,2,Varios,Varios,Varios
sí,1,16.8141813,-99.6711542,Guerrero,Acapulco de Juárez,"Carretera federal, San Pedro Cacahuatepec",1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,16.84461,-99.8514275,Guerrero,Acapulco de Juárez,PEMEX,0,0,1,1,0,2,Marcha,Marcha,Marcha
sí,1,16.8493864,-99.9062021,Guerrero,Acapulco de Juárez,Secretaría de Finanzas y Administración,0,0,0,1,1,2,Mitin,Mitin,Mitin
sí,1,16.8498878,-99.9088614,Guerrero,Acapulco de Juárez,Ayuntamiento de Acapulco,0,0,0,0,0,2,Otro,Toma de instalaciones,Toma de instalaciones
sí,4,16.8499377,-99.9087585,Guerrero,Acapulco de Juárez,Palacio Municipal,0,0,0,0,0,1,Varios,Varios,Varios
sí,1,16.8512175,-99.9101375,Guerrero,Acapulco de Juárez,Secretaría de Educación,0,0,0,0,1,1,Paro de labores,Paro de labores,Paro de labores
sí,1,16.8543002,-99.85415,Guerrero,Acapulco de Juárez,Centro Internacional Acapulco (CIA),0,0,0,1,0,1,Mitin,Mitin,Mitin
sí,1,16.8543002,-99.85415,Guerrero,Acapulco de Juárez,Centro Internacional Acapulco (CIA),0,0,1,1,0,2,Marcha,Marcha,Marcha
sí,5,16.8583635,-99.8899792,Guerrero,Acapulco de Juárez,Av. Costera Miguel Alemán,0,0,1,0,0,2,Varios,Varios,Varios
sí,1,16.8603999,-99.8735383,Guerrero,Acapulco de Juárez,Centros comerciales Gran Plaza y Galerías Diana,0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,16.8795506,-95.0441957,Oaxaca,Matías Romero,Plaza Municipal,0,0,0,0,0,1,Otro,Caravana,Caravana
sí,1,16.8881332,-99.836958,Guerrero,Acapulco de Juárez,Terminal de Autobuses Estrella de Oro,0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,2,16.9170209,-99.8214965,Guerrero,Acapulco de Juárez,Carretera Federal México-Acapulco,1,0,1,0,0,4,Varios,Varios,Varios
sí,1,16.9249633,-99.8085863,Guerrero,Acapulco de Juárez,Autopista del Sol México-Acapulco,0,0,1,1,0,2,Marcha,Marcha,Marcha
sí,4,16.9257212,-99.8073674,Guerrero,Acapulco de Juárez,caseta de La Venta,0,0,0,0,0,2,Varios,Varios,Varios
sí,1,16.9610963,-96.4766235,Oaxaca,Tlacolula de Matamoros,Carretera,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,16.9648872,-99.0997984,Guerrero,Ayutla de los Libres,Zócalo,0,0,1,1,0,2,Marcha,Marcha,Marcha
sí,1,16.965138,-99.0974749,Guerrero,Ayutla de los Libres,Palacio Municipal,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,16.977567,-99.1127873,Guerrero,Ayutla de los Libres,Carretera Tierra Colorada,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,17.0371708,-92.1953249,Chiapas,Chilón,comunidad Bachajón,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,3,17.0599023,-96.7277074,Oaxaca,Oaxaca de Juárez,palacio de gobierno,1,0,0,0,0,3,Varios,Varios,Varios
sí,3,17.0605312,-96.7274808,Oaxaca,Oaxaca de Juárez,Zócalo de Oaxaca,0,0,1,1,0,2,Varios,Varios,Varios
sí,1,17.0646742,-96.6987739,Oaxaca,Santa Lucía del Camino,Calle Calicanto,0,0,0,1,0,2,Mitin,Mitin,Mitin
sí,1,17.0692746,-96.6951709,Oaxaca,Oaxaca de Juárez,SCT y Sedesol,0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,17.0715957,-96.7198047,Oaxaca,Oaxaca de Juárez,avenidas Niños Héroes y Juárez,0,0,0,0,0,2,Otro,Otro,Destrucción de bienes públicos
sí,1,17.0769663,-96.7150908,Oaxaca,Oaxaca de Juárez,Juzgados Federales del Tercer Circuito,1,0,1,0,0,2,Bloqueo,Bloqueo,Bloqueo
sí,1,17.0772194,-96.7162666,Oaxaca,Oaxaca de Juárez,IEEPO,0,1,0,0,0,2,Plantón,Plantón,Plantón
sí,1,17.0802854,-96.7122537,Oaxaca,Oaxaca de Juárez,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,17.1372107,-93.5960313,Chiapas,Tuxtla Gutiérrez,puentes Chiapas y Talisman,1,0,1,0,0,2,Bloqueo,Bloqueo,Bloqueo
sí,1,17.1473132,-96.7846962,Oaxaca,Oaxaca de Juárez,Carretera Oaxaca-Cuacnopalan,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,17.1934221,-98.4553642,Guerrero,Cochoapa el Grande,Gasolinera,0,0,1,0,0,2,Marcha,Marcha,Marcha
sí,1,17.223012,-100.6333418,Guerrero,Técpan de Galeana,Oficinas de finanzas del gobierno estatal,0,0,0,0,1,2,Paro de labores,Paro de labores,Paro de labores
sí,1,17.2273084,-92.0739806,Chiapas,Ocosingo,Carretera Ocosingo-Palenque,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,17.5121764,-99.4803355,Guerrero,Chilpancingo de los Bravo,vías que comunican la zona sur de Chilpancingo,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,2,17.5153399,-99.5169026,Guerrero,Chilpancingo de los Bravo,Carretera Federal México-Acapulco,1,0,1,1,0,5,Varios,Varios,Varios
sí,1,17.5189008,-99.4876921,Guerrero,Chilpancingo de los Bravo,Oficinas de la sección 14 del SNTE,0,1,0,0,0,3,Plantón,Plantón,Plantón
sí,1,17.521356,-93.1188939,Chiapas,Pichucalco,Vías de comunicación con Reforma,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,17.5260806,-99.4916972,Guerrero,Chilpancingo de los Bravo,PGJE,1,0,1,0,0,3,Bloqueo,Bloqueo,Bloqueo
sí,4,17.5283597,-99.4949614,Guerrero,Chilpancingo de los Bravo,Palacio de Gobierno,0,0,0,1,0,2,Varios,Varios,Varios
sí,1,17.5307124,-99.4965209,Guerrero,Chilpancingo de los Bravo,Monumento a El Caudillo del Sur,0,0,0,1,0,1,Mitin,Mitin,Mitin
sí,1,17.5309347,-101.2641127,Guerrero,Benito Juárez,Carretera Acapulco-Zihuatanejo,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,17.532822,-99.4912793,Guerrero,Chilpancingo de los Bravo,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,17.5334361,-99.4924182,Guerrero,Chilpancingo de los Bravo,Oficinas alternas de la Secretaría de Educación del Estado,0,0,0,0,1,3,Paro de labores,Paro de labores,Paro de labores
sí,1,17.5334493,-99.4945475,Guerrero,Chilpancingo de los Bravo,Secretaría de Educación,0,0,0,0,1,1,Paro de labores,Paro de labores,Paro de labores
sí,9,17.5347257,-99.4991612,Guerrero,Chilpancingo de los Bravo,Congreso,0,1,1,0,0,2,Varios,Varios,Varios
sí,1,17.5410646,-99.5008703,Guerrero,Chilpancingo de los Bravo,"Secretaría de Desarrollo Agrario, Territorial y Urbano (Sedatu)",0,0,1,0,0,2,Marcha,Marcha,Marcha
sí,1,17.5417714,-99.4982631,Guerrero,Chilpancingo de los Bravo,Subsecretaría de Finanzas de la Secretaría de Educación en Guerrero (SEG),0,0,0,0,1,2,Paro de labores,Paro de labores,Paro de labores
sí,1,17.5431695,-98.5686205,Guerrero,Tlapa de Comonfort,Secretaría de Educación,0,0,0,0,1,1,Paro de labores,Paro de labores,Paro de labores
sí,1,17.5434008,-99.5023442,Guerrero,Chilpancingo de los Bravo,centro comercial ,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,17.5467731,-98.5793825,Guerrero,Tlapa de Comonfort,Centro Comercial,0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,17.5472537,-98.5821894,Guerrero,Tlapa de Comonfort,Zócalo,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,17.5476482,-99.5103189,Guerrero,Chilpancingo de los Bravo,Coca-Cola,0,0,0,1,0,4,Mitin,Mitin,Mitin
sí,1,17.5513515,-99.5077045,Guerrero,Chilpancingo de los Bravo,INE,0,0,1,0,0,2,Marcha,Marcha,Marcha
sí,1,17.5517156,-99.500615,Guerrero,Chilpancingo de los Bravo,Supermercados,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,5,17.5521173,-99.5016144,Guerrero,Chilpancingo de los Bravo,Zócalo,0,0,1,1,0,4,Varios,Varios,Varios
sí,1,17.5521719,-99.5036174,Guerrero,Chilpancingo de los Bravo,Plaza cívica Primer Congreso de Anáhuac,0,1,0,1,0,5,Plantón,Plantón,Plantón
sí,1,17.5534397,-99.41346,Guerrero,Tixtla de Guerrero,Escuela Normal Rural Raúl Isidro Burgos(Ayotzinapa),0,0,0,0,0,2,Otro,Caravana,Caravana
sí,1,17.5543126,-99.5033074,Guerrero,Chilpancingo de los Bravo,oficinas del PAN,0,0,0,1,1,4,Mitin,Mitin,Mitin
sí,1,17.5560533,-98.5510226,Guerrero,Tlapa de Comonfort,Gasolinera a la salida de Tlapa,0,0,1,0,0,4,Marcha,Marcha,Marcha
sí,2,17.5668034,-99.4004781,Guerrero,Tixtla de Guerrero,Palacio Municipal,0,0,1,1,0,2,Varios,Varios,Varios
sí,1,17.5673661,-99.4043958,Guerrero,Tixtla de Guerrero,barrio El Fortín,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,17.5828075,-99.5169515,Michoacán,Lázaro Cárdenas,zona industrial,1,0,0,0,1,4,Bloqueo,Bloqueo,Bloqueo
sí,5,17.5934611,-99.5181828,Guerrero,Chilpancingo de los Bravo,Autopista del Sol México-Acapulco,1,0,1,0,0,2,Varios,Varios,Varios
sí,1,17.5978357,-99.3846361,Guerrero,Tixtla de Guerrero,Carretera Tixtla-Apango,1,0,0,0,0,2,Bloqueo,Bloqueo,Bloqueo
sí,1,17.9794593,-102.1784519,Michoacán,Lázaro Cárdenas,Acceso portuario,1,0,0,0,1,2,Bloqueo,Bloqueo,Bloqueo
sí,1,17.9870321,-92.9221272,Tabasco,Centro,Congreso,0,0,0,1,0,1,Mitin,Mitin,Mitin
sí,1,17.987091,-92.9398245,Tabasco,Centro,explanada de la Secretaría de Educación,1,1,0,0,1,3,Bloqueo,Bloqueo,Bloqueo
sí,1,17.9910445,-92.9311355,Tabasco,Centro,Quinta Grijalva,0,1,0,1,0,3,Plantón,Plantón,Plantón
sí,1,17.9959948,-92.921224,Tabasco,Centro,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,18.2464086,-100.7837548,Guerrero,Coyuca de Catalán,Las Cruces,0,0,0,0,0,2,Otro,Otro,Toma de casetas
sí,1,18.3375985,-99.5306601,Guerrero,Iguala de la Independencia,Palacio de Gobierno,0,0,1,1,0,7,Marcha,Marcha,Marcha
sí,1,18.3445188,-99.5381982,Guerrero,Iguala de la Independencia,plaza Tres Garantías,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,18.3512869,-99.5380801,Guerrero,Iguala de la Independencia,Av. Álvarez,0,0,0,1,0,3,Mitin,Mitin,Mitin
sí,1,18.6673813,-99.1969131,Morelos,Zacatepec,Ingenio Emiliano Zapata,0,0,0,0,1,2,Paro de labores,Paro de labores,Paro de labores
sí,1,18.8502885,-99.2029242,Morelos,Emiliano Zapata,Universidad Tecnológica,0,0,0,0,0,1,Otro,Pacífico no especificado,Pacífico no especificado
sí,1,18.8639883,-96.9196869,Veracruz,Córdoba,Ingenio San Miguelito,1,0,0,0,1,2,Bloqueo,Bloqueo,Bloqueo
sí,1,18.9213585,-99.243441,Morelos,Cuernavaca,centro,0,0,1,0,1,2,Marcha,Marcha,Marcha
sí,2,18.9218001,-99.2364764,Morelos,Cuernavaca,Zócalo,0,0,1,0,0,1,Varios,Varios,Varios
sí,1,18.9231475,-99.2393879,Morelos,Cuernavaca,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,3,18.9238086,-99.2383318,Morelos,Cuernavaca,Congreso Local,0,1,0,0,0,1,Varios,Varios,Varios
sí,1,18.9521596,-97.8938135,Puebla,Tepeaca,Carretera,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,18.9652743,-99.2469885,Morelos,Cuernavaca,Glorieta de Emiliano Zapata,0,0,1,1,0,2,Marcha,Marcha,Marcha
sí,1,18.9822113,-99.2395748,Morelos,Cuernavaca,Universidad Autónoma del Estado de Morelos,0,0,0,0,1,1,Paro de labores,Paro de labores,Paro de labores
sí,1,19.0406852,-98.2122036,Puebla,Puebla,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,19.0438444,-98.2004204,Puebla,Puebla,Zócalo,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,19.0439928,-98.1996731,Puebla,Puebla,Palacio de Gobierno,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,19.0455016,-98.1900858,Puebla,Puebla,Casa Aguayo,0,0,0,0,0,1,Otro,Otro,Acciones dramáticas
sí,1,19.1644399,-96.1215893,Veracruz,Veracruz,Arena Veracruz,1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,19.1920886,-96.1438335,Veracruz,Veracruz,Ex Penal Allende,0,0,0,1,0,1,Mitin,Mitin,Mitin
sí,1,19.2428499,-103.7302816,Colima,Colima,Palacio de Gobierno,0,0,1,1,0,3,Marcha,Marcha,Marcha
sí,1,19.2823786,-98.2406547,Tlaxcala,Tlaxcala,"carreteras federal Tlaxcala-Puebla, la autopista a México, en el tramo San Martín Texmelucan-El Molinito, y la vía corta Santa Ana Chiautempan-Puebla.",1,0,0,0,0,1,Bloqueo,Bloqueo,Bloqueo
sí,1,19.2884844,-99.6709961,Estado de México,Toluca,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),0,0,0,0,0,1,Otro,Toma de instalaciones,Toma de instalaciones
sí,1,19.2886313,-99.5559116,Estado de México,Toluca,Plaza Sendero,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,19.2887653,-99.1670637,Ciudad de México,Tlalpan,Explanada delegacional.,0,1,0,0,0,1,Plantón,Plantón,Plantón
sí,1,19.2935165,-99.6593984,Estado de México,Toluca,Palacio de Gobierno,0,0,1,0,0,1,Marcha,Marcha,Marcha
sí,1,19.2962768,-98.8728788,Estado de México,Chalco,Caseta San Marcos Huixtoco,0,0,0,0,0,1,Otro,Otro,Toma de casetas
sí,1,19.3133948,-98.9485974,Estado de México,Chalco,Autopista México-Puebla,1,0,1,0,1,5,Bloqueo,Bloqueo,Bloqueo
sí,1,19.3175318,-98.2400857,Tlaxcala,Tlaxcala,Palacio de Gobierno,0,0,0,1,0,1,Mitin,Mitin,Mitin
