Id,C1x1FechaPeriodico,fuente,num_reportajes,C1x2FechaEvento,C1x3EPLargo[Si],id_EPLargo,Duración (en días),dias_cobertura,C1x3x1EPLargoFInicio,C1x3x2EPLargoFTermin,Numero de Actores,Numero de Campos,C3x1CMS 1. Afectados y damnificados,C3x1CMS 2. Campesinos,C3x1CMS 3. Justicia,C3x1CMS 4. Democracia electoral,C3x1CMS 5. Consumo,C3x1CMS 6. Contra_la_Privatización,C3x1CMS 7. Derechos_humanos,C3x1CMS 9. Desempleo,C3x1CMS 11. Ecologista,C3x1CMS 14. Sindicalismo privado,C3x1CMS 15. Sindicalismo público,C3x1CMS 16. Estudiantil,C3x1CMS 17. Religioso,C3x1CMS 18. Indígenista,C3x1CMS 19. Jubilados,C3x1CMS 20. LGBTTI,C3x1CMS 21. Feminismo,C3x1CMS 23. Obreros_sindicalizados,C3x1CMS 26. Pobladores_urbanos,C3x1CMS 24. Opositores_a_reformas_estructurales,C3x1CMS 25. Convergencia_de_OMS,C3x1CMS 27. Trabajadores_asalariados,Numero de Demandas,Ayotzinapa,Reforma educativa,C6x1LugarEstado,C6x2Municipio,C6x3Lugar,Geolocalización,exactitud,C7LugarAgravio[Local],C7x1AgravioNOlocal,C7x1x1NolocalEstado,C8AlcanceT,C9TipoRepertorio,Numero de Repertorios,C9x1RPp 1. Acciones artísticas y simbólicas,C9x1RPp 2. Acciones dramáticas en tono de comedia,C9x1RPp 3. Acciones dramáticas en tono de tragedia,C9x1RPp 4. Bloqueo,C9x1RPp 5. Boicot,C9x1RPp 6. Brigadeo,C9x1RPp 7. Cadena Humana,C9x1RPp 8. Campamento,C9x1RPp 9. Caravana,C9x1RPp 10. Ciberactivismo,C9x1RPp 11. Cierre de negocios,C9x1RPp 12. Desnudos,C9x1RPp 13. Desobediencia civil,C9x1RPp 14. Hackeo,C9x1RPp 16. Huelga de hambre,C9x1RPp 15. Huelga,C9x1RPp 18. Marcha,C9x1RPp 19. Marcha conmemorativa,C9x1RPp 20. Mitin,C9x1RPp 21. Paro de labores,C9x1RPp 22. Plantón,C9x1RPp 17. Indeterminado,C9x1RPp 23. Retención pacífica devehículos,C9x1RPp 24. Rodada,C9x1RPp 25. Toma de casetas,C9x1RPp 26. Toma de instalaciones,C9x1RPp 27. Otro,C9x2RPv 1. Agresiones contra civiles,C9x2RPv 2. Agresiones contra uniformados,C9x2RPv 3. Ataques a civiles,C9x2RPv 4. Ataques a uniformados,C9x2RPv 5. Autoagresiones,C9x2RPv 6. Destrucción de bienes de los partidos políticos,C9x2RPv 7. Destrucción de bienes privados,C9x2RPv 8. Destrucción de bienes públicos,C9x2RPv 9. Destrucción de infraestructura,C9x2RPv 10. Disparos contra civiles,C9x2RPv 11. Disparos contra uniformados,C9x2RPv 12. Exhibición de armas blancas,C9x2RPv 13. Exhibición de armas de fuego,C9x2RPv 15. Petardos y molotov contra civiles,C9x2RPv 16. Petardos y molotov contra uniformados,C9x2RPv 17. Proyectiles contra civiles,C9x2RPv 18. Proyectiles contra uniformados,C9x2RPv 19. Motines,C9x2RPv 14. Indeterminado,C9x2RPv 20. Retención de civiles,C9x2RPv 21. Retención de funcionarios,C9x2RPv 22. Retención de uniformados,C9x2RPv 23. Retención violenta de vehículos,C9x2RPv 24. Toma u ocupación violenta,C9x2RPv 25. Otro,C10 Se abrió interlocución,C10 Se atendieron demandas,C10 Se atendieron demandas parcialmente,C10 Intervino fuerza pública,C10 Violencia de no uniformados,C10 Bloqueos,C10 Encapsulamientos,C10 Desalojos (con o sin violencia),C10 Agresiones de parte de uniformados,C10x1x1TipoViolUnif,C10x1x2 Gas lacrimógeno y/o pimienta,C10x1x2 Balas de goma,C10x1x2 Disparos,C10x1x2 Toletazos,C10x1x2 Otros,C10x1x3 ¿Hubo Protestantes detenidos?,C10x1x3 ¿Hubo Uniformados detenidos?,C10x1x3 ¿Hubo Transeúntes detenidos?,C10x1x3 ¿Hubo Protestantes retenidos contra su voluntad?,C10x1x3 ¿Hubo Uniformados retenidos contra su voluntad?,C10x1x3 ¿Hubo Transeúntes retenidos contra su voluntad?,C10x1x3 ¿Hubo Protestantes heridos?,C10x1x3 ¿Hubo Uniformados heridos?,C10x1x3 ¿Hubo Transeúntes heridos?,C10x1x3 ¿Hubo Protestantes muertos?,C10x1x3 ¿Hubo Uniformados muertos?,C10x1x3 ¿Hubo Transeúntes muertos?,C10x1x4DestruccionB[BPub],C10x1x4DestruccionB[BPri]
C-119,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Chiapas,Tuxtla Gutiérrez,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"16.7380761,-93.1237184,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-120,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Estado de México,Toluca,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"19.2884844,-99.6709961,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-121,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Guerrero,Chilpancingo de los Bravo,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"17.532822,-99.4912793,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-122,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Hidalgo,Pachuca de Soto,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"20.0950567,-98.7596319,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-123,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Michoacán,Morelia,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"19.7196815,-101.1745146,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-124,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Morelos,Cuernavaca,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"18.9231475,-99.2393879,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-125,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Oaxaca,Oaxaca de Juárez,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"17.0802854,-96.7122537,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-126,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Puebla,Puebla,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"19.0406852,-98.2122036,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-127,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Querétaro,Querétaro,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"20.589021,-100.4018238,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-128,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,San Luis Potosí,San Luis Potosí,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"22.1503757,-101.0163215,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-129,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Tabasco,Centro,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI),"17.9959948,-92.921224,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-130,13/09/2013,http://www.jornada.unam.mx/2013/09/13/sociedad/036n2soc,1,12/09/2013,No,,1,1,,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,Veracruz,Xalapa,Comisión Nacional para el Desarrollo de los Pueblos Indígenas (CDI) ,"19.5293878,-96.9208354,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-131,14/09/2013,http://www.jornada.unam.mx/2013/09/14/politica/007n1pol,1,13/09/2013,No,,1,1,,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Tlaxcala,Tlaxcala,"carreteras federal Tlaxcala-Puebla, la autopista a México, en el tramo San Martín Texmelucan-El Molinito, y la vía corta Santa Ana Chiautempan-Puebla.","19.2823786,-98.2406547,17z",sí,No,Asuntos nacionales,,Local,Pacífico,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-132,15/09/2013,http://www.jornada.unam.mx/2013/09/15/politica/005n1pol,1,14/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Estado de México,Ecatepec de Morelos,,"19.5720072,-99.1077448,12z",municipal,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-133,17/09/2013,http://www.jornada.unam.mx/2013/09/17/politica/017n1pol,1,16/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,Chihuahua,Juárez,,"31.6540214,-106.5189753,12z",municipal,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-134,18/09/2013,http://www.jornada.unam.mx/2013/09/18/politica/013n3pol,1,17/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,oficinas de la secretaría y la subsecretaría de Educación estatales y la caseta de cobro San Cristóbal de las Casas-Tuxtla Gutierrez,"16.7623713,-93.1006929,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-135,18/09/2013,http://www.jornada.unam.mx/2013/09/18/politica/013n3pol,1,17/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,Coahuila,Torreón,oficinas centrales de la Secretaría de Educación estatal,"25.5481507,-103.4233523,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-136,19/09/2013,http://www.jornada.unam.mx/2013/09/19/politica/009n1pol,1,18/09/2013,No,,1,1,,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,Ciudad de México,Cuauhtémoc,Plaza de las Tres Culturas,"19.4516942,-99.1397806,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-137,19/09/2013,http://www.jornada.unam.mx/2013/09/19/politica/011n1pol,1,18/09/2013,Sí,L_06,90,16,28/08/2013,25/11/2013,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,oficinas de la Secretaría de Educación y caseta de cobro  San Cristóbal de las Casas-Tuxtla Gutierrez,"16.7623713,-93.1006929,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-138,20/09/2013,http://www.jornada.unam.mx/2013/09/20/politica/016n1pol,1,19/09/2013,Sí,L_06,90,16,28/08/2013,25/11/2013,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,"torre de Petróleos Mexicanos,  oficinas de la Secretaría de Educación de Chiapas, de la Subsecretaría de Educación Federalizada en Tuxtla y casetas de cobro","16.766325,-93.1949069,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-139,21/09/2013,http://www.jornada.unam.mx/2013/09/21/politica/012n1pol,1,20/09/2013,Sí,L_06,90,16,28/08/2013,25/11/2013,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,"torre de Petróleos Mexicanos, oficinas de la Secretaría de Educación de Chiapas y de la Subsecretaría de Educación Federalizada, así como la caseta de cobro de la carretera de cuota San Cristóbal-Tuxtla Gutiérrez","16.766325,-93.1949069,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-140,22/09/2013,http://www.jornada.unam.mx/2013/09/22/politica/009n1pol,1,21/09/2013,Sí,L_06,90,16,28/08/2013,25/11/2013,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,torre de Petróleos Mexicanos,"16.766325,-93.1949069,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-141,22/09/2013,http://www.jornada.unam.mx/2013/09/22/politica/009n1pol,1,21/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Guanajuato,León,Plaza Fundadores,"21.122883,-101.6853166,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-142,23/09/2013,http://www.jornada.unam.mx/2013/09/23/politica/004n1pol,1,22/09/2013,No,,1,1,,,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Ciudad de México,Cuauhtémoc,Glorieta de Colón,"19.4330014,-99.1548923,21z",sí,No,Asuntos nacionales,,Local,Pacífico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-143,26/09/2013,http://www.jornada.unam.mx/2013/09/26/politica/010n2pol,1,25/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,,"16.7460768,-93.1645893,13z",municipal,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-144,27/09/2013,http://www.jornada.unam.mx/2013/09/27/politica/015n1pol,1,26/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,Chiapas,Tuxtla Gutiérrez,Secretaría de Educación,"16.7623713,-93.1006929,21z",sí,No,Asuntos nacionales,,Nacional,Pacífico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-145,28/09/2013,http://www.jornada.unam.mx/2013/09/28/politica/011n1pol,1,27/09/2013,Sí,L_06,90,16,28/08/2013,25/11/2013,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,oficinas de la Secretaría de Educación y de la Subsecretaría de Educación Federalizada,"16.7623713,-93.1006929,21z",sí,No,Asuntos nacionales,,Local,Pacífico,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-146,29/09/2013,http://www.jornada.unam.mx/2013/09/29/politica/011n3pol,1,28/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,"cuatro plazas comerciales, oficinas públicas y la caseta de cobro de la carretera que comunica a San Cristóbal con la capital del estado","16.7395477,-93.0699073,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-147,29/09/2013,http://www.jornada.unam.mx/2013/09/29/politica/011n3pol,1,28/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Colima,Colima,,"19.2401254,-103.7636272,13z",municipal,No,Asuntos nacionales,,Nacional,Pacífico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-148,01/10/2013,http://www.jornada.unam.mx/2013/10/01/politica/014n1pol,1,30/09/2013,No,,1,1,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Chiapas,Tuxtla Gutiérrez,PEMEX,"16.766325,-93.1949069,17z",sí,No,Asuntos nacionales,,Nacional,Pacífico,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-149,02/10/2013,http://www.jornada.unam.mx/2013/10/02/sociedad/039n1soc,1,01/10/2013,No,,1,1,,,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ciudad de México,Benito Juárez,SAGARPA,"19.3731869,-99.1625543,17z",sí,No,Asuntos nacionales,,Local,Pacífico,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
